index,dates,ari,i_hosp_new,i_icu_new,d_new,p_w,p_s,p_l,o_0,o_1,o_2,o_3,o_4,o_5
0,2020-05-03,48048.0322450291,99.408907923409,33.96204775338052,50.61202792591414,0.8996419310569763,0.7462929487228394,0.89387446641922,-2761484.909057617,-47324.09477233887,-344.0415143966675,-66.05245590209961,-225.8225917816162,-635.9165668487549
1,2020-05-10,168371.6922549163,72.57753855676333,24.778600194548872,35.64784221179834,0.8802207112312317,0.42416322231292725,0.8065617084503174,-2713436.8896484375,-46553.1063079834,-321.82302474975586,-56.48892402648926,-206.62188529968262,-584.9338674545288
2,2020-05-17,402830.3558383528,127.8110426556526,43.87265930179929,32.620141414880095,0.6143845319747925,0.5992992520332336,0.5112783908843994,-2545065.116882324,-45680.38463592529,-317.162561416626,-51.20536804199219,-201.886248588562,-570.2542018890381
3,2020-05-24,549577.6233285704,361.4353689213591,124.64278146708496,65.31161784611614,0.11418360471725464,0.22110964357852936,0.49732324481010437,-2142234.8022460938,-43386.688232421875,-307.8819274902344,-44.742865562438965,-191.98215007781982,-544.6070051193237
4,2020-05-31,421862.38514269865,711.1935932065282,245.11791210255276,148.59753887691969,0.21371203660964966,0.08675102889537811,0.38832423090934753,-1592657.2799682617,-38105.671405792236,-286.17050647735596,-38.392226696014404,-177.8491735458374,-502.41199493408203
5,2020-06-07,321149.84843812033,852.6234667867014,296.4499484204478,239.51928218418277,0.2980329096317291,0.07563090324401855,0.3158750832080841,-1170794.8684692383,-30359.623432159424,-257.364559173584,-29.767725467681885,-163.36851119995117,-450.500864982605
6,2020-06-14,244051.56396441255,737.6624211117635,256.40070302418883,262.66271406856,0.288413941860199,0.0880044624209404,0.32903143763542175,-849645.0424194336,-22837.87488937378,-233.0110788345337,-20.783004760742188,-147.25550413131714,-401.0496425628662
7,2020-06-21,180463.6522341179,578.2984715204979,199.75433478609915,228.9972876582543,0.2778454124927521,0.09888038784265518,0.3422766625881195,-605593.4906005859,-16752.760410308838,-210.93225479125977,-12.04487919807434,-130.80291748046875,-353.7800860404968
8,2020-06-28,128331.81558125724,441.49265070311935,151.94225307913723,181.4740766583788,0.27210724353790283,0.10838530212640762,0.3575601875782013,-425129.8427581787,-12064.688205718994,-189.05853033065796,-3.572782576084137,-115.03602266311646,-307.66735553741455
9,2020-07-05,88773.50312780755,328.513493747919,112.90898981277232,138.0376550569244,0.2745985984802246,0.0,0.3769053816795349,-296798.038482666,-8536.706566810608,-167.24565029144287,0.0,-99.826180934906,-267.07184314727783
10,2020-07-12,62384.1287553592,237.9788417984321,81.81406605722542,102.08246130835239,0.28136104345321655,0.0,0.400261253118515,-208024.54948425293,-5949.632525444031,-145.556640625,0.0,-85.14131307601929,-230.69795608520508
11,2020-07-19,44614.571028411374,168.952014771704,58.098654194937616,73.6995307839913,0.2895514965057373,0.0,0.42780864238739014,-145640.4209136963,-4098.277688026428,-124.1156816482544,0.0,-71.02214097976685,-195.1378297805786
12,2020-07-26,32628.733905983558,119.7399252338767,41.18643611588974,52.41334995807495,0.2959046959877014,0.0,0.4588296413421631,-101025.8436203003,-2787.0526909828186,-102.97346115112305,0.0,-57.53265619277954,-160.506112575531
13,2020-08-02,24389.84266613445,85.9529027835662,29.58561438574038,37.224072912894485,0.29868772625923157,0.0,0.4904535710811615,-68397.11666107178,-1852.007657289505,-82.10739493370056,0.0,-44.74358558654785,-126.85097694396973
14,2020-08-09,18561.012636574436,62.940055417430024,21.692210237217942,26.72185951260075,0.3003233075141907,0.0,0.5170804858207703,-44007.277488708496,-1173.5175549983978,-61.42653822898865,0.0,-32.694631814956665,-94.12117123603821
15,2020-08-16,14307.697476658359,47.05312489110299,16.244691866937824,19.530864357417617,0.3035380244255066,0.0,0.5323951244354248,-25446.265935897827,-670.7596778869629,-40.84553420543671,0.0,-21.337448060512543,-62.182981967926025
16,2020-08-23,11138.570085628482,35.79063990999677,12.378436698910189,14.558457762964656,0.30819937586784363,0.0,0.5471864938735962,-11138.570308685303,-291.0049445927143,-20.35699188709259,0.0,-10.491898655891418,-30.84889054298401
