index,dates,ari,i_hosp_new,i_icu_new,d_new,p_w,p_s,p_l,o_0,o_1,o_2,o_3,o_4,o_5
0,2020-05-03,50832.51008329699,99.408907923409,33.96204775338052,50.61202792591414,0.9490455389022827,0.8712143301963806,0.9654110074043274,-5582373.428344727,-82651.66282653809,-139.12893533706665,-13.603055477142334,-123.30647706985474,-276.03848934173584
1,2020-05-10,217835.7863412588,72.86820121184606,24.878312187395853,35.659812575915446,0.9712353348731995,0.9715527296066284,0.9561586380004883,-5531541.061401367,-81880.06401062012,-117.82242059707642,-4.771058559417725,-105.12504577636719,-227.71853685379028
2,2020-05-17,796216.414537611,140.4516719223855,48.19282155385568,33.66074003420225,0.9527882933616638,0.9636521935462952,0.8829205632209778,-5313705.4443359375,-80961.33232116699,-116.036856174469,-3.5926514863967896,-103.85345220565796,-223.48296403884888
3,2020-05-24,1722495.59811078,506.9298105026802,174.26127253161104,79.92330093119135,0.8361024856567383,0.95722895860672,0.057949408888816833,-4517489.242553711,-78041.22924804688,-114.63431119918823,-3.213047683238983,-101.64587497711182,-219.49323177337646
4,2020-05-31,1387394.04750991,1577.0886423860575,541.8008399518008,259.73432275288064,0.1274520754814148,0.8721587061882019,0.04636038839817047,-2794993.5913085938,-68116.28818511963,-111.94760799407959,-2.8820765018463135,-91.65930151939392,-206.48898124694824
5,2020-06-07,578400.7311711794,2329.4987501483783,788.0632494690029,533.8494964623364,0.06833867728710175,0.9066236615180969,0.10310495644807816,-1407599.4491577148,-48340.797424316406,-101.81876420974731,-2.412564605474472,-74.9918282032013,-179.22314643859863
6,2020-06-14,265912.1776797928,1726.4369215570869,581.0079285735691,602.6364779719262,0.08112486451864243,0.9312428832054138,0.10267307609319687,-829198.7419128418,-28978.443145751953,-81.05318546295166,-1.6714069247245789,-58.32895040512085,-141.05353116989136
7,2020-06-21,128189.04109290324,906.6331538697459,302.4566499220729,442.8137140366655,0.19225794076919556,0.9237590432167053,0.18748129904270172,-563286.5905761719,-17461.897134780884,-57.97932147979736,-1.0048700124025345,-40.95524847507477,-99.93942975997925
8,2020-06-28,71483.90623721195,437.9501415357132,143.78731400622647,256.3366583842841,0.47571736574172974,0.7796152830123901,0.7406489253044128,-435097.5513458252,-11757.382154464722,-35.3921502828598,-0.3433243930339813,-23.46137762069702,-59.19684648513794
9,2020-07-05,57602.069452454016,225.84859845505986,73.45151863845511,133.95700293285142,0.9134080410003662,0.0,0.8975304961204529,-363613.6531829834,-8957.516551017761,-17.24703013896942,0.0,-11.43062710762024,-28.677653074264526
10,2020-07-12,56424.132996119864,154.8227179454184,51.82327755368326,73.58675545228327,0.9569576978683472,0.0,0.9452687501907349,-306011.58142089844,-7296.643853187561,-8.2213394343853,0.0,-7.374689728021622,-15.59602752327919
11,2020-07-19,52745.19758460953,133.30615639292066,45.86026057701323,49.06624702971978,0.9564911127090454,0.0,0.9348238110542297,-249587.44049072266,-5979.974865913391,-6.403002142906189,0.0,-5.6395601481199265,-12.042560577392578
12,2020-07-26,48020.18055027607,124.93014733732096,43.65613586374108,39.82588109404548,0.955817699432373,0.0,0.9534208178520203,-196842.24128723145,-4770.342409610748,-5.247712880373001,0.0,-4.390998557209969,-9.638710543513298
13,2020-08-02,43610.47534371389,115.98068134175307,40.85617682519339,35.73268528824925,0.9705888032913208,0.0,0.9730835556983948,-148822.05724716187,-3635.3790760040283,-4.074087366461754,0.0,-3.17758210003376,-7.251668572425842
14,2020-08-09,39562.71974471393,106.00208327613845,37.50175076991499,32.72115874865742,0.9717299938201904,0.0,0.9731537699699402,-105211.5797996521,-2590.6485319137573,-3.0537087470293045,0.0,-2.365456521511078,-5.419164597988129
15,2020-08-16,35190.24330892505,96.49958822890169,34.22253910840048,29.919838355988364,0.9543049931526184,0.0,0.9568372964859009,-65648.85973930359,-1637.728065252304,-2.2737571969628334,0.0,-1.794114150106907,-4.067871049046516
16,2020-08-23,30458.61632286964,87.15828323432797,30.94788877898716,27.217426295338882,0.9479843974113464,0.0,0.9395601153373718,-30458.617210388184,-772.9284465312958,-1.3109783641994,0.0,-1.0761425830423832,-2.3871209286153316
