index,dates,ari,i_hosp_new,i_icu_new,d_new,p_w,p_s,p_l,o_0,o_1,o_2,o_3,o_4,o_5
0,2020-05-03,46650.57083619968,99.408907923409,33.96204775338052,50.61202792591414,0.8950063586235046,0.6169811487197876,0.8639466166496277,-2049053.7643432617,-34335.27708053589,-268.10929775238037,-81.08152389526367,-384.9031448364258,-734.0939998626709
1,2020-05-10,146741.90242906238,72.4781370396794,24.74547421644119,35.64364431742851,0.9192984700202942,0.3634178340435028,0.49583113193511963,-2002403.2592773438,-33564.49365615845,-245.80481052398682,-70.7604455947876,-365.2757406234741,-681.8410491943359
2,2020-05-17,270832.4514068911,122.13435992471625,41.909631321577024,32.184333624737874,0.5803490281105042,0.2180217206478119,0.14210526645183563,-1855661.392211914,-32710.5712890625,-241.72232151031494,-64.0813398361206,-355.6286573410034,-661.4323568344116
3,2020-05-24,273084.5501939192,289.3958360265818,99.06635101390164,56.97474005347809,0.4054510295391083,0.12923823297023773,0.055946920067071915,-1584828.8536071777,-30745.6374168396,-232.62367248535156,-54.939117431640625,-334.844446182251,-622.4072456359863
4,2020-05-31,226984.96210208978,437.82422595422236,149.400498296741,105.15628977641654,0.4845055937767029,0.11662633717060089,0.05218304321169853,-1311744.3084716797,-27136.08980178833,-213.45736980438232,-44.70949649810791,-307.7046871185303,-565.8715581893921
5,2020-06-07,202294.5055240444,446.92196852229665,152.24568499738885,138.02215711914613,0.48111486434936523,0.11609183251857758,0.04917057976126671,-1084759.3307495117,-22881.951332092285,-192.51315593719482,-34.199233055114746,-280.1239490509033,-506.83635234832764
6,2020-06-14,173279.9557304078,400.722199067735,136.07161421063935,140.3943354699736,0.4842125177383423,0.11476350575685501,0.05344010144472122,-882464.7903442383,-18932.58571624756,-173.9288091659546,-23.93850088119507,-253.37047576904297,-451.23780727386475
7,2020-06-21,146777.63678065344,351.4377845094733,119.08004574883596,128.11935480847174,0.4915674924850464,0.1130465567111969,0.06165720522403717,-709184.8373413086,-15438.387393951416,-155.8815360069275,-13.942005634307861,-227.37133502960205,-397.1949005126953
8,2020-06-28,121353.24253346091,301.81631192203105,102.16619374252342,111.87028201050187,0.5014817118644714,0.1113208532333374,0.07259966433048248,-562407.2074890137,-12412.277460098267,-138.44373226165771,-4.147309064865112,-202.13041305541992,-344.72145080566406
9,2020-07-05,98424.36714931873,256.0670732562964,86.65279016881648,95.42652073215059,0.5103873014450073,0.0,0.08595556765794754,-441053.96270751953,-9833.38713645935,-121.63361310958862,0.0,-177.60651111602783,-299.2401123046875
10,2020-07-12,80683.29855442453,214.7399655274546,72.75484849282002,80.34466245171917,0.5167820453643799,0.0,0.09988542646169662,-342629.599571228,-7657.797336578369,-105.39758205413818,0.0,-153.7477731704712,-259.14533615112305
11,2020-07-19,66386.18545155934,177.60116910135082,60.23541134414645,66.84744051354477,0.5209985971450806,0.0,0.11341874301433563,-261946.29669189453,-5847.784876823425,-89.61594104766846,0.0,-130.51186800003052,-220.1277995109558
12,2020-07-26,54830.952445122864,146.15873465082493,49.610370220518114,55.08714321835025,0.5240951776504517,0.0,0.12554660439491272,-195560.09769439697,-4355.685710906982,-74.16507005691528,0.0,-107.83995389938354,-182.00502634048462
13,2020-08-02,45438.08518485504,120.4049277039142,40.89932531918607,45.222728624190744,0.5271740555763245,0.0,0.13513493537902832,-140729.14123535156,-3127.174973487854,-58.95545482635498,0.0,-85.66349744796753,-144.61894869804382
14,2020-08-09,37751.29688999531,99.47261895444574,33.813133594464034,37.14880667255973,0.5308154821395874,0.0,0.14090263843536377,-95291.05424880981,-2113.3966743946075,-43.94087791442871,0.0,-63.8988733291626,-107.83974766731262
15,2020-08-16,31402.922054840237,82.41611711830474,28.032218556046335,30.596667365612788,0.535010576248169,0.0,0.1422705352306366,-57539.75510597229,-1274.3587791919708,-29.10897731781006,0.0,-42.44151413440704,-71.55048966407776
16,2020-08-23,26136.834665990238,68.42367202456754,23.282525217755285,25.272077763060295,0.5394172668457031,0.0,0.1433974653482437,-26136.833429336548,-578.2555416226387,-14.461885392665863,0.0,-21.1692214012146,-35.63110560178757
