,mu_o_1,mu_o_5,std_o_1,std_o_5
0,-151204.00428771973,-52.192007660865784,0.0,7.11357792425983
1,-150906.0001373291,-52.19538863512302,0.0,7.120231319085284
2,-150597.0001220703,-52.863438467320385,0.0,6.916452241533943
3,-149819.00215148926,-53.59008281250684,0.0,6.988140100330359
4,-149717.99850463867,-54.115167620177225,0.0,6.652021605262597
5,-149708.9958190918,-54.17990868409743,0.0,6.610275012451758
6,-149174.00360107422,-61.2059097069682,0.0,4.946287319647382
7,-148887.99667358398,-63.85476786733053,0.0,4.912657102062168
8,-148556.00357055664,-67.45718877296244,0.0,6.531219600992237
9,-148452.9972076416,-68.1547914107156,0.0,6.6558144923768205
10,-148021.0018157959,-71.79071639185881,0.0,7.077173478347101
11,-147892.99964904785,-72.66833098937101,0.0,6.959056818928769
12,-147305.0022125244,-78.43247936384743,0.0,4.998681382474955
13,-147033.0047607422,-84.1308790535222,0.0,7.664416285809751
14,-146946.00105285645,-85.52354842852192,0.0,8.890834681572198
15,-146857.9864501953,-86.79431293277854,0.0,10.164510256540202
16,-146823.9974975586,-87.23907766890848,0.0,10.713006009487616
17,-146305.99975585938,-89.54705071207661,0.0,11.150012454307074
18,-146071.99668884277,-91.06822498281906,0.0,11.221833249333033
19,-144610.00442504883,-99.2224358020934,0.0,14.539628159386623
20,-144315.99617004397,-100.90763059879421,0.0,16.05517472522247
21,-144006.0043334961,-101.69965504074351,0.0,16.411435995193116
22,-142923.002243042,-103.55067855212671,0.0,16.474938590487607
23,-141816.99752807617,-108.60282756104888,0.0,14.186477688240663
24,-141326.99966430664,-112.51668746625853,0.0,13.566794357216228
25,-140936.00273132324,-120.68573913467108,0.0,5.037809668314424
26,-140703.00102233887,-125.4739005380106,0.0,3.2746003760439373
27,-140675.00114440918,-125.70423167482481,0.0,3.154405510634236
28,-139700.0026702881,-137.2019492691315,0.0,10.580946712482138
29,-139555.99784851074,-138.73491779662604,0.0,12.30797909061633
30,-138418.99871826172,-143.3612754720702,0.0,14.961536472131058
31,-135017.00401306152,-149.7547895251375,0.0,16.899471589487426
32,-134715.00396728516,-157.54212144466226,0.0,28.75115369844251
33,-134250.00190734863,-158.8810983556184,0.0,29.92231609780364
34,-132481.0028076172,-181.83120597242998,0.0,32.51357315056475
35,-131855.00144958496,-183.93606459588636,0.0,33.60185637967419
36,-131787.99629211426,-184.26760292948057,0.0,33.59310202532798
37,-130186.99645996094,-193.3695809988351,0.0,33.168528217282315
38,-129083.9958190918,-198.07045786041326,0.0,30.923969776346244
39,-128627.99644470218,-200.17315522025874,1.4551915228366852e-11,30.231734754922176
40,-127891.99829101562,-213.4430782818744,0.0,23.138968338856948
41,-125122.00355529782,-227.51709640844507,1.4551915228366852e-11,14.866588283054801
42,-125096.99821472168,-227.63644466875456,0.0,14.80453046714025
43,-122531.00395202637,-239.8663984445755,0.0,8.958748788287085
44,-121145.0004577637,-246.07072728954535,1.4551915228366852e-11,6.331895679705432
45,-119784.00230407718,-252.58805725359488,1.4551915228366852e-11,5.593111392921257
46,-119484.9967956543,-253.6541109207116,0.0,5.822072028085897
47,-119314.00299072266,-261.015152433073,0.0,16.81283471419136
48,-119163.99955749512,-262.72946988136727,0.0,19.060024245164303
49,-118943.99642944336,-264.9905926475155,0.0,22.409941463416395
50,-112730.99899291992,-279.15344259252197,0.0,22.270949496339853
51,-110774.00207519534,-282.8285554052334,1.4551915228366852e-11,21.097795406278212
52,-108191.00379943848,-288.04772864860433,0.0,20.067547668748805
53,-107583.99963378906,-301.75246974952336,0.0,28.093181738169413
54,-107475.99601745603,-304.465411112517,1.4551915228366852e-11,31.32882468742347
55,-106224.00283813477,-310.98019619382177,0.0,31.845899365445163
56,-105618.00003051758,-327.46009575918674,0.0,20.78390838109512
57,-105451.00212097168,-329.3034411637798,0.0,20.90274864153344
58,-104636.00158691406,-342.10778700587855,0.0,19.88324521549802
59,-104219.99931335448,-358.7613247856682,0.0,17.937549805069093
60,-103596.00067138672,-368.93167754888066,0.0,16.98020858874905
61,-102587.9955291748,-380.46601678861555,0.0,13.166424598462788
62,-102586.00234985352,-380.4895092161752,0.0,13.162694472769292
63,-102087.00180053712,-388.43774785607604,0.0,15.53008996246253
64,-101927.00386047363,-390.6630651296251,0.0,16.609423568520654
65,-99882.00187683104,-404.0915029097795,0.0,11.150728972248743
66,-99657.00149536131,-405.7254645028866,0.0,10.991301341608578
67,-98352.00309753418,-412.946621784296,0.0,11.300475399972628
68,-98297.00469970705,-413.2367188806323,0.0,11.333619654785807
69,-97473.00148010254,-427.2378699630516,0.0,7.398299197126142
70,-96829.00428771973,-430.3980523084093,0.0,6.623658921797004
71,-95987.99705505373,-433.944347307434,0.0,6.252044763133537
72,-95618.00003051758,-435.2519208047168,0.0,6.451968682715595
73,-95506.00051879884,-435.55765709537974,0.0,6.53065963310414
74,-94804.0008544922,-437.87944336915353,0.0,7.606404436743419
75,-94371.00410461426,-439.2244101987673,0.0,8.423358203054727
76,-94188.99536132812,-445.74707803429044,0.0,11.687842363003977
77,-93859.9967956543,-446.7783580452348,0.0,11.933178135952447
78,-92187.00408935548,-453.8876159321241,0.0,11.85028863361192
79,-90528.00178527832,-458.45932214086207,0.0,10.201079250569727
80,-89539.00337219238,-462.17724091190803,0.0,9.810824507452093
81,-89103.00254821777,-465.9339155847203,0.0,6.579157812641313
82,-88336.00044250488,-473.8217756076051,0.0,3.704259291747573
83,-87778.99742126465,-478.7688525247357,0.0,6.208915153131052
84,-87409.00039672852,-481.3739359357802,0.0,8.831020692566195
