,budget,env,id,name,o_0,o_1,o_5
123,2.0,ode,1opgokpv,warm-eon-2101,-354137.4683380127,-6905.941963195801,-985.568389892578
124,2.0,ode,1opgokpv,warm-eon-2101,-1752497.8637695312,-30668.9715385437,-771.1260795593262
125,2.0,ode,1opgokpv,warm-eon-2101,-1311125.659942627,-23471.96102142334,-825.3179454803467
126,2.0,ode,1opgokpv,warm-eon-2101,-6446804.8095703125,-109386.84463500977,-295.48540592193604
127,2.0,ode,1opgokpv,warm-eon-2101,-366600.6803512573,-7115.6299114227295,-974.3235397338868
128,2.0,ode,1opgokpv,warm-eon-2101,-174823.64177703857,-4110.8328104019165,-1027.547836303711
129,2.0,ode,1opgokpv,warm-eon-2101,-47569.84412670136,-1901.3410806655884,-1232.3217487335205
130,2.0,ode,1opgokpv,warm-eon-2101,-5872369.003295898,-99691.09535217284,-359.27552461624146
131,2.0,ode,1opgokpv,warm-eon-2101,-6607826.995849609,-113004.66537475586,-277.7732992172241
132,2.0,ode,1opgokpv,warm-eon-2101,-574084.6633911133,-10190.250873565674,-950.4668140411376
133,2.0,ode,1opgokpv,warm-eon-2101,-6756082.1533203125,-116769.59037780762,-268.672456741333
134,2.0,ode,1opgokpv,warm-eon-2101,-41709.34557914734,-1816.684603691101,-1280.7221031188965
135,2.0,ode,1opgokpv,warm-eon-2101,-134651.31521224976,-3352.589607238769,-1041.798906326294
136,2.0,ode,1opgokpv,warm-eon-2101,-3080978.9657592773,-54920.68290710449,-589.211368560791
137,2.0,ode,1opgokpv,warm-eon-2101,-6943437.957763672,-119449.40567016602,-258.6709499359131
138,2.0,ode,1opgokpv,warm-eon-2101,-651161.9091033936,-12067.594528198242,-933.151330947876
139,2.0,ode,1opgokpv,warm-eon-2101,-601807.8327178955,-11216.928958892822,-933.358268737793
140,2.0,ode,1opgokpv,warm-eon-2101,-8236104.583740234,-141549.2057800293,-99.20916080474854
141,2.0,ode,1opgokpv,warm-eon-2101,-63006.29377365112,-2141.590267419815,-1109.386110305786
142,2.0,ode,1opgokpv,warm-eon-2101,-2268576.0498046875,-39559.44299697876,-689.2069959640503
143,2.0,ode,1opgokpv,warm-eon-2101,-590701.0555267334,-10825.90103149414,-940.2444648742676
144,2.0,ode,1opgokpv,warm-eon-2101,-1836946.1059570312,-32094.390392303467,-756.7518424987793
145,2.0,ode,1opgokpv,warm-eon-2101,-5703096.771240234,-93827.44789123537,-386.10716342926025
146,2.0,ode,1opgokpv,warm-eon-2101,-49223.244190216064,-1935.057193040848,-1213.2062244415283
147,2.0,ode,1opgokpv,warm-eon-2101,-440661.9071960449,-8509.17935371399,-974.1046714782716
148,2.0,ode,1opgokpv,warm-eon-2101,-40997.54989147186,-1802.2119998931885,-1281.245756149292
149,2.0,ode,1opgokpv,warm-eon-2101,-39980.95393180847,-1785.869300365448,-1389.7540283203125
150,2.0,ode,1opgokpv,warm-eon-2101,-2868108.7493896484,-48762.77446746826,-632.9415035247803
151,2.0,ode,1opgokpv,warm-eon-2101,-2235549.545288086,-38972.415924072266,-697.8970527648926
152,2.0,ode,1opgokpv,warm-eon-2101,-546881.0558319092,-9828.330278396606,-953.5796356201172
153,2.0,ode,1opgokpv,warm-eon-2101,-2053768.9208984373,-36660.95733642578,-725.2327537536621
154,2.0,ode,1opgokpv,warm-eon-2101,-4961949.53918457,-83473.52981567383,-432.8553199768066
155,2.0,ode,1opgokpv,warm-eon-2101,-2233850.860595703,-39497.98822402954,-697.3499250411987
156,2.0,ode,1opgokpv,warm-eon-2101,-7733544.921875,-129764.00375366212,-127.63574838638306
157,2.0,ode,1opgokpv,warm-eon-2101,-3929022.216796875,-69775.70533752441,-494.3034839630127
158,2.0,ode,1opgokpv,warm-eon-2101,-1190854.549407959,-20948.076248168945,-853.5454273223877
159,2.0,ode,1opgokpv,warm-eon-2101,-8554303.741455078,-146808.6338043213,-74.6087121963501
160,2.0,ode,1opgokpv,warm-eon-2101,-3411610.412597656,-58896.03137969971,-559.4088935852051
161,2.0,ode,1opgokpv,warm-eon-2101,-6772348.0224609375,-118921.09870910645,-263.3415985107422
162,2.0,ode,1opgokpv,warm-eon-2101,-1623599.2431640625,-28445.95432281494,-788.6245536804199
163,2.0,ode,1opgokpv,warm-eon-2101,-307542.0618057251,-6103.023886680603,-996.6353130340576
164,2.0,ode,1opgokpv,warm-eon-2101,-3010849.571228028,-50941.83444976807,-617.7747058868408
165,2.0,ode,1opgokpv,warm-eon-2101,-4714289.474487305,-82890.90156555176,-436.5805864334106
166,2.0,ode,1opgokpv,warm-eon-2101,-1167563.0569458008,-20422.64699935913,-861.7669773101807
167,2.0,ode,1opgokpv,warm-eon-2101,-3474994.2779541016,-60421.142578125,-557.6057624816895
168,2.0,ode,1opgokpv,warm-eon-2101,-40331.64978027344,-1791.1972105503082,-1384.5017051696775
169,2.0,ode,1opgokpv,warm-eon-2101,-1847740.364074707,-32645.456790924072,-740.040693283081
170,2.0,ode,1opgokpv,warm-eon-2101,-137591.82691574097,-3351.528346538544,-1053.1199741363523
171,2.0,ode,1opgokpv,warm-eon-2101,-50097.88274765015,-1942.633092403412,-1208.3904361724854
172,2.0,ode,1opgokpv,warm-eon-2101,-149348.92654418945,-3587.5165462493896,-1030.9164333343506
173,2.0,ode,1opgokpv,warm-eon-2101,-4504153.823852539,-73668.29872131348,-482.076473236084
174,2.0,ode,1opgokpv,warm-eon-2101,-2632308.1970214844,-45820.817947387695,-648.57337474823
175,2.0,ode,1opgokpv,warm-eon-2101,-315195.51277160645,-6310.56547164917,-994.5374393463136
176,2.0,ode,1opgokpv,warm-eon-2101,-697466.516494751,-13049.819469451904,-911.9504642486572
177,2.0,ode,1opgokpv,warm-eon-2101,-1270988.8458251953,-22920.55606842041,-837.1303081512451
178,2.0,ode,1opgokpv,warm-eon-2101,-923198.127746582,-16321.929693222046,-891.5550327301025
179,2.0,ode,1opgokpv,warm-eon-2101,-475555.3722381592,-8571.354150772095,-969.7973442077636
180,2.0,ode,1opgokpv,warm-eon-2101,-5964616.394042969,-100014.20021057127,-354.0469551086426
181,2.0,ode,1opgokpv,warm-eon-2101,-2918653.678894043,-46412.5394821167,-647.851710319519
182,2.0,ode,1opgokpv,warm-eon-2101,-44563.88950347901,-1843.6095118522644,-1266.5581512451172
