,o_0,o_1,o_2,o_3,o_4,o_5
0,-59078.872203826904,-2091.875374317169,-506.12950325012207,-111.73441886901855,-519.5825099945068,-1137.4463939666748
1,-7567385.101318359,-126099.08103942871,-49.760425090789795,-25.546457767486572,-88.3004903793335,-163.60736846923828
2,-2815879.6310424805,-47342.22412109375,-208.50200653076172,-79.93374347686768,-347.2288131713867,-635.6645679473877
3,-1149970.817565918,-19651.22699737549,-406.9512367248535,-85.98100662231445,-365.77205657958984,-858.7042808532715
4,-46003.21054458618,-1875.782459974289,-613.3449077606201,-105.41940689086914,-500.27313232421875,-1219.037389755249
5,-1630885.3149414062,-28695.16134262085,-637.4290466308594,-104.58428382873535,-49.30056631565094,-791.3138008117676
6,-657846.736907959,-12252.6216506958,-689.5286083221436,-110.83023071289062,-115.54770469665527,-915.9064865112305
7,-3267488.0981445312,-53268.070220947266,-166.6770339012146,-64.3994665145874,-345.6561326980591,-576.7326164245605
8,-42566.67494773865,-1826.7548084259033,-606.0103416442871,-108.50893974304199,-540.3984546661377,-1254.9177932739258
9,-208352.35118865967,-4745.999276638031,-710.9026908874512,-114.48983192443848,-193.29522848129272,-1018.6876201629639
10,-68570.14298439026,-2228.1602025032043,-534.3932628631592,-112.80020713806152,-460.98222732543945,-1108.1756401062012
11,-7426487.731933594,-126615.63873291016,-32.14023411273956,-41.32524490356445,-76.49374604225159,-149.9592161178589
12,-85649.24597740173,-2515.8336758613586,-549.744176864624,-113.69307518005371,-426.7148494720459,-1090.1520538330078
13,-3224939.727783203,-51868.4720993042,-175.27830600738525,-64.24176216125488,-350.7303714752197,-590.2504348754883
14,-483281.89849853516,-9234.504699707031,-682.2940826416016,-108.69048118591309,-151.31120681762695,-942.2958183288574
15,-810816.764831543,-14548.497200012207,-518.4157848358154,-92.62462615966797,-269.27032470703125,-880.310697555542
16,-621686.2201690674,-11729.989051818848,-677.7011394500732,-111.53955459594727,-133.01490545272827,-922.2555541992188
17,-316952.0616531372,-6344.651579856873,-711.2900733947754,-103.31087112426758,-170.1390027999878,-984.7399520874023
18,-2506984.1384887695,-42858.548164367676,-254.7504425048828,-79.43504810333252,-339.65370655059814,-673.839225769043
19,-143239.92729187012,-3469.5738554000854,-623.0238437652588,-107.64142990112305,-312.89007663726807,-1043.5552597045898
20,-48759.3948841095,-1900.1077115535736,-603.9424896240234,-103.78448486328125,-484.8968982696533,-1192.6237678527832
21,-3432028.9611816406,-57303.504943847656,-163.75302076339722,-78.86818885803223,-323.31058979034424,-565.9318113327026
22,-7942241.668701172,-133426.31340026855,-29.661142826080322,-26.062912940979004,-52.334028482437134,-108.05809020996094
23,-3329896.5454101562,-55440.39726257324,-178.36979627609253,-69.85133647918701,-325.14936923980713,-573.3704996109009
24,-3890809.2498779297,-62687.392234802246,-135.7701301574707,-57.165889739990234,-315.6213045120239,-508.55738639831543
25,-2475268.1732177734,-41209.36393737793,-238.26255798339844,-73.94308090209961,-366.3311958312988,-678.5369110107422
26,-2673799.1333007812,-44769.92130279541,-183.1300139427185,-84.62054252624512,-383.14216136932373,-650.8927345275879
27,-1303322.982788086,-22932.264804840088,-543.7766075134277,-99.5125961303711,-187.3152732849121,-830.6045150756836
28,-4616286.468505859,-73638.92078399658,-71.265310049057,-57.88482666015625,-325.5320072174072,-454.68214988708496
29,-93069.73218917847,-2639.6188139915466,-532.0357799530029,-112.43989944458008,-443.743896484375,-1088.219575881958
30,-8217051.696777344,-138544.06356811523,-36.065471172332764,-20.65183401107788,-38.47413659095764,-95.19144773483276
31,-2563642.5018310547,-43936.04278564453,-247.1872329711914,-80.61347007751465,-335.7613801956177,-663.5619449615479
32,-3922476.1962890625,-64444.894790649414,-105.0627589225769,-65.25060653686523,-329.25944328308105,-499.5728015899658
33,-7301648.712158203,-121629.65774536133,-34.73033905029297,-37.30102300643921,-114.64107036590576,-186.67243480682373
34,-2129952.2399902344,-38056.10418319702,-391.5179967880249,-83.98980140686035,-228.5987377166748,-704.106559753418
35,-46095.57390213013,-1885.0335478782654,-606.2099456787109,-114.58961486816406,-486.53602600097656,-1207.3356628417969
36,-2624442.8634643555,-44572.46780395508,-324.8847246170044,-75.65205097198486,-262.2575521469116,-662.794361114502
37,-1635551.643371582,-30298.34270477295,-587.4549388885498,-101.57934188842773,-81.19567632675171,-770.2300930023193
38,-7696375.274658203,-130918.6840057373,-47.316133975982666,-30.48586368560791,-64.42590355873108,-142.22790956497192
39,-119311.26117706299,-3002.9338598251343,-558.1959247589111,-106.37382507324219,-398.91159534454346,-1063.4811973571777
40,-644930.1719665527,-11867.32530593872,-664.3252372741699,-107.08429336547852,-149.75745677947998,-921.167049407959
41,-51696.449518203735,-1970.3307747840881,-727.3831844329834,-107.55390167236328,-317.2110080718994,-1152.1481609344482
42,-2642253.4942626953,-43292.717933654785,-260.98015308380127,-66.16382598876953,-343.8156843185425,-670.9596061706543
43,-2252822.494506836,-37739.5224571228,-284.29038524627686,-75.70956707000732,-363.25531005859375,-723.2553005218506
44,-1147893.1427001953,-20683.15029144287,-619.9337005615234,-101.15614891052246,-118.10917854309082,-839.1990852355957
45,-1036546.802520752,-18652.45223045349,-655.1904201507568,-99.45053100585938,-107.0147156715393,-861.6556549072266
46,-1298767.6620483398,-21951.425075531006,-460.82515716552734,-81.0336685180664,-292.0658588409424,-833.924617767334
47,-2215057.945251465,-37813.560962677,-344.1765069961548,-77.66093254089355,-297.94116020202637,-719.778642654419
48,-140283.4177017212,-3369.4988489151,-630.4130554199219,-100.0937557220459,-322.4464416503906,-1052.9532051086426
49,-801783.6570739746,-14195.995330810547,-693.1192874908447,-103.11371803283691,-102.43899822235107,-898.6719417572021
50,-7831104.278564453,-131847.7725982666,-57.72479176521301,-21.748976707458496,-41.7456179857254,-121.21938943862915
51,-5464558.792114258,-88467.17834472656,-46.823129057884216,-46.88461780548096,-283.8709592819214,-377.57872581481934
52,-126399.66011047363,-3171.4841723442078,-558.5786819458008,-107.35209465026855,-393.4352397918701,-1059.366044998169
53,-74152.29678153992,-2336.173504590988,-619.8129653930664,-109.25365447998047,-368.65599155426025,-1097.7226638793945
54,-1466885.2806091309,-23947.86834716797,-335.8551025390625,-72.58317947387695,-385.3802680969238,-793.8185119628906
55,-51216.429471969604,-1921.2590157985687,-517.9251670837402,-106.46031379699707,-564.5503997802734,-1188.9357948303223
