,o_0,o_1,o_2,o_3,o_4,o_5
0,-2464742.088317871,-41141.28112792969,-434.4301700592041,-54.97754096984863,-182.11231231689453,-671.5199947357178
1,-468958.61625671387,-8543.710708618164,-533.5653781890869,-83.25122833251953,-361.3064765930176,-978.1230926513672
2,-3408923.33984375,-55194.77844238281,-312.43648529052734,-44.67622756958008,-199.4976282119751,-556.6103839874268
3,-2001464.4622802734,-32137.365341186523,-372.43409156799316,-62.370195388793945,-314.47787284851074,-749.2822551727295
4,-7576879.119873047,-126629.7721862793,-38.49197328090668,-26.69299602508545,-57.286012172698975,-122.47098326683044
5,-42546.85044288635,-1822.221428155899,-696.5560913085938,-105.3239917755127,-483.31804275512695,-1285.1981735229492
6,-2447379.493713379,-40255.27000427246,-361.0874891281128,-55.94893455505371,-269.28558349609375,-686.3219690322876
7,-258475.2321243286,-5065.876841545105,-602.2584438323975,-81.44430160522461,-353.21805477142334,-1036.9207191467285
8,-1117058.1817626953,-18378.29351425171,-577.7154445648193,-65.9317684173584,-220.11215686798096,-863.7593650817871
9,-2413274.0020751953,-40100.46482086182,-435.40730476379395,-56.795339584350586,-202.58042812347412,-694.7830724716187
10,-5609988.784790039,-90391.09230041504,-221.34082317352295,-20.37106990814209,-71.58472537994385,-313.29660415649414
11,-46329.05721664429,-1879.8169493675232,-664.0295505523682,-101.47071838378906,-478.1876564025879,-1243.6879634857178
12,-2422079.277038574,-40969.9010848999,-447.49560356140137,-70.0738525390625,-154.09420728683472,-671.663761138916
13,-48352.46801376343,-1876.7943978309631,-690.7211780548096,-92.01388359069824,-469.7355270385742,-1252.4706745147705
14,-1470551.9676208496,-25489.45665359497,-510.0398063659668,-75.83189964294434,-224.9093770980835,-810.7810592651367
15,-1063707.7331542969,-17484.50517654419,-532.810115814209,-66.75705909729004,-282.2537899017334,-881.8210601806641
16,-1330567.2645568848,-22634.644508361816,-582.275390625,-74.74896907806396,-156.99149370193481,-814.0159320831299
