,o_0,o_1,o_2,o_3,o_4,o_5
72,-252964.75887298584,-4204.322993755341,-640.2679920196533,-47.09723472595215,-487.1579647064209,-1174.5231914520264
73,-4497592.544555664,-72225.99029541016,-181.62808418273926,-53.93914222717285,-260.1195812225342,-495.6867742538452
74,-8621123.504638672,-148484.8403930664,-44.284409284591675,-12.546557188034058,-26.26861035823822,-83.0995774269104
75,-2992247.0092773438,-39470.23868560791,-367.2699451446533,-13.998363018035889,-309.2060089111328,-690.474328994751
76,-8171476.745605469,-141667.86193847656,-38.50370943546295,-31.277501583099365,-31.6877543926239,-101.46896481513977
77,-3716019.821166992,-56818.28498840332,-303.9101839065552,-40.70901870727539,-230.69689273834229,-575.3161096572876
78,-3237637.3291015625,-45582.06558227539,-370.20158767700195,-21.180262565612793,-253.30932140350342,-644.6911239624023
79,-4722502.136230469,-75714.0064239502,-181.24821186065674,-47.16053009033203,-166.4003610610962,-394.80910778045654
80,-7277422.332763672,-114440.52696228027,-49.34644103050232,-26.302361488342285,-132.11617469787598,-207.76498317718506
81,-501030.4927825928,-7022.079229354858,-608.653736114502,-38.14976215362549,-469.64879035949707,-1116.4523792266846
82,-308797.9316711426,-4875.726103782654,-616.6313648223877,-43.28981399536133,-476.4467716217041,-1136.3679313659668
83,-1596478.9390563965,-20064.79024887085,-494.5713996887207,-23.02215576171875,-388.3467435836792,-905.9403419494629
84,-702845.5257415771,-11643.714904785156,-490.3632640838623,-85.71442604064941,-381.7473888397217,-957.8250789642334
85,-6273155.975341797,-106369.8673248291,-110.93287467956543,-48.21049690246582,-86.28319501876831,-245.42656660079956
86,-5102098.083496094,-82667.39845275879,-180.08739948272705,-41.8390417098999,-171.18178606033325,-393.1082010269165
87,-8075160.980224609,-139859.76219177246,-62.817662954330444,-33.72570037841797,-34.70408320426941,-131.24743938446045
88,-1628701.7822265625,-18985.912799835205,-540.3275012969971,-12.155206203460693,-383.1498622894287,-935.6325244903564
89,-4617346.19140625,-75335.84117889404,-194.33683156967163,-49.055471420288086,-185.0222945213318,-428.41461181640625
90,-1760679.4357299805,-21424.548625946045,-490.72299003601074,-21.814966201782227,-376.96547508239746,-889.5035076141357
91,-2652564.239501953,-35863.19923400879,-399.041223526001,-24.667162895202637,-299.1544008255005,-722.8627967834473
92,-546374.9408721924,-7310.945987701416,-594.0894603729248,-28.226146697998047,-485.23640632629395,-1107.5521659851074
93,-7207697.296142578,-115157.08923339844,-57.18931555747986,-30.977482795715332,-108.6986780166626,-196.8654727935791
94,-7359092.712402344,-116558.51364135742,-48.97092580795288,-24.39882516860962,-112.68911361694336,-186.05887413024902
