,o_0,o_1,o_2,o_3,o_4,o_5
0,-836387.2528076172,-15377.213954925537,-697.0079898834229,-107.46640205383301,-86.43063306808472,-890.9050369262695
1,-1078253.0784606934,-19795.06015777588,-666.4494037628174,-105.76967239379883,-87.8881573677063,-860.1074409484863
2,-8162635.803222656,-141071.9394683838,-52.5060772895813,-23.878588676452637,-25.143510103225708,-101.52817726135254
3,-7094902.801513672,-126202.92663574219,-32.518526911735535,-67.80368328094482,-120.54942846298218,-220.87162971496582
4,-6528838.348388672,-111718.56880187988,-37.338948249816895,-66.73676490783691,-174.60510730743408,-278.6808514595032
5,-1988707.9238891602,-35083.0340385437,-315.2616262435913,-95.45845031738281,-322.8789806365967,-733.5990142822266
6,-6750238.800048828,-117741.50848388672,-50.09698271751404,-67.76095867156982,-158.996844291687,-276.85473918914795
7,-7486483.001708984,-130480.99517822266,-38.21207284927368,-54.46042060852051,-86.52842044830322,-179.2009162902832
8,-8089789.581298828,-138222.8183746338,-41.483575105667114,-35.34741401672363,-55.44095039367676,-132.27194666862488
9,-7905113.220214844,-134538.45024108887,-33.27924609184265,-41.21686935424805,-79.64824438095093,-154.1443634033203
10,-55421.459674835205,-1997.5744187831879,-595.8267211914062,-99.43894386291504,-489.1700267791748,-1184.435691833496
11,-4597714.996337891,-76846.09413146973,-97.41647839546204,-70.87128162384033,-295.7070827484131,-463.99486541748047
12,-1449779.7966003418,-25882.880687713623,-463.13090324401855,-97.02141761779785,-251.01871490478516,-811.1710739135742
13,-510729.36058044434,-9817.678928375244,-705.7496547698975,-108.47579002380371,-126.25257968902588,-940.4782676696777
14,-156166.24355316162,-3612.609803676605,-721.5025901794434,-94.64988708496094,-243.3537483215332,-1059.5062923431396
15,-552041.9597625732,-10448.654890060425,-708.2538604736328,-105.93862533569336,-122.40219116210938,-936.5946006774902
16,-589089.298248291,-10977.370738983154,-695.451545715332,-113.10595512390137,-111.23950481414795,-919.7971057891846
17,-2241264.9154663086,-41755.943298339844,-546.012020111084,-98.83586883544922,-46.90816402435303,-691.75612449646
18,-160795.89128494263,-3702.801465988159,-729.3153285980225,-100.49337387084961,-213.94000053405762,-1043.748722076416
19,-2635499.954223633,-45944.743156433105,-284.60657596588135,-95.64714431762695,-276.2630224227905,-656.5167903900146
20,-8184722.900390625,-141785.46905517578,-26.39276385307312,-37.25156545639038,-29.85762357711792,-93.50195646286011
