index,dates,ari,i_hosp_new,i_icu_new,d_new,p_w,p_s,p_l,o_0,o_1,o_2,o_3,o_4,o_5
0,2020-05-03,42823.511995033696,99.408907923409,33.96204775338052,50.61202792591414,0.8334856629371643,0.4448566138744354,0.7376896739006042,-4220390.701293945,-65526.628494262695,-265.3672456741333,-56.257381439208984,-185.09191274642944,-506.71653747558594
1,2020-05-10,108140.27225728265,72.03318656224636,24.591068984198543,35.62446532898983,0.5902504920959473,0.29651567339897156,0.5535072088241577,-4177567.2912597656,-64756.784439086914,-241.92588329315186,-44.92631912231445,-163.66419792175293,-450.516414642334
2,2020-05-17,194933.28103233912,106.97465101770614,36.714544005872284,30.81107375546175,0.6152012944221497,0.3718082308769226,0.694206178188324,-4069427.1087646484,-63962.56923675537,-230.3255796432495,-36.453697681427,-152.32259035110474,-419.1018581390381
3,2020-05-24,334002.44431800937,207.40799486036298,71.57203913288146,46.540430618268914,0.3462983965873718,0.3940965235233307,0.5384177565574646,-3874493.7896728516,-62452.44026184082,-213.56253623962402,-27.49354600906372,-139.71898555755615,-380.7750701904297
4,2020-05-31,434155.49023240496,390.68766652739345,135.322556666225,85.2418218690273,0.4323795735836029,0.5655596256256104,0.5310887694358826,-3540491.485595703,-59590.10601043701,-193.8120722770691,-19.695427417755127,-128.28046083450317,-341.7879819869995
5,2020-06-07,558099.1530127987,577.80466084812,200.4016053182901,144.52624872252244,0.2791817784309387,0.5969642400741577,0.41864100098609924,-3106336.02142334,-54847.469329833984,-170.82490921020508,-13.508274555206299,-114.87997770309448,-299.213171005249
6,2020-06-14,544657.9083187303,753.4053938207743,260.0782676559582,202.3785640207021,0.2413311004638672,0.5482619404792786,0.38547056913375854,-2548236.846923828,-48475.76141357422,-149.3519425392151,-9.212293028831482,-101.30434036254883,-259.86859798431396
7,2020-06-21,464881.8460782623,850.5414934377468,292.3980591555818,250.49091962632644,0.22544950246810913,0.5161246061325073,0.3687974512577057,-2003578.9489746094,-40750.23651123047,-126.28364562988281,-5.440616011619568,-86.95223927497864,-218.6765193939209
8,2020-06-28,319299.46747221786,819.4603032398921,280.8147172414654,267.0602047482451,0.2155732810497284,0.4997316896915436,0.3348640203475952,-1538697.0520019531,-32840.45934677124,-103.77984046936035,-1.6461104154586792,-72.92730212211609,-178.3532738685608
9,2020-07-05,201295.46472726535,706.3032723133324,241.59983389664052,250.2448257256243,0.3962290585041046,0.0,0.4754120707511902,-1219397.5448608398,-25699.443817138672,-81.73898458480835,0.0,-58.89303684234619,-140.6320333480835
10,2020-07-12,163319.31581969355,533.7210899340557,183.18827027300745,209.5777302949104,0.4497459828853607,0.0,0.48608827590942383,-1018102.0736694336,-19962.024688720703,-61.97015643119812,0.0,-45.84629833698273,-107.81645774841309
11,2020-07-19,128947.2236614736,402.093164614562,138.3745435886366,160.96616407145797,0.47638973593711853,0.0,0.5069520473480225,-854782.772064209,-15705.708265304565,-45.942506194114685,0.0,-34.748250246047974,-80.6907594203949
12,2020-07-26,111714.33852680662,316.50773799962104,109.12387389276793,122.8237909750463,0.6539626717567444,0.0,0.6822102069854736,-725835.5140686035,-12401.504516601562,-31.206053495407104,0.0,-24.045617878437042,-55.251675844192505
13,2020-08-02,116706.99183609229,253.21604021059187,87.46843702413777,95.27370191106849,0.7281452417373657,0.0,0.7042105197906494,-614121.1986541748,-9780.313968658447,-19.009359180927277,0.0,-15.209370851516724,-34.21873152256012
14,2020-08-09,132463.02075806414,230.45064602664866,79.9080248434021,77.88075680394957,0.9218896627426147,0.0,0.9002807140350342,-497414.2074584961,-7549.172639846802,-10.528115183115005,0.0,-8.757098019123077,-19.285213947296143
15,2020-08-16,168169.60202526726,234.84364740956568,81.69631125713877,71.07455451933797,0.8548086285591125,0.0,0.8678044080734253,-364951.18141174316,-5367.853045463562,-5.446898192167282,0.0,-4.332756623625755,-9.779655188322067
16,2020-08-23,196781.5762730261,278.91439885227135,97.40739469553144,73.96144866858975,0.9571442008018494,0.0,0.9454362392425537,-196781.57567977905,-2946.5755820274353,-2.652699127793312,0.0,-2.012922242283821,-4.665621370077133
