index,dates,ari,i_hosp_new,i_icu_new,d_new,p_w,p_s,p_l,o_0,o_1,o_2,o_3,o_4,o_5
0,2020-05-03,21917.675879091534,99.408907923409,33.96204775338052,50.61202792591414,0.01870458759367466,0.022432614117860794,0.01832706481218338,-85558.61115455627,-2091.1994576454163,-489.6476745605469,-109.48326110839844,-379.7322988510132,-978.8632392883301
1,2020-05-10,10486.92425812807,68.87402474964128,23.501883153201778,35.494090300073616,0.043368201702833176,0.04200062155723572,0.038886260241270065,-63640.934228897095,-1328.1047344207764,-451.1157989501953,-95.66145896911621,-348.015832901001,-894.7931289672852
2,2020-05-17,5763.544560012655,41.5924045943613,14.167783127635857,23.9749912288691,0.04343988001346588,0.0415530763566494,0.03745604678988457,-53154.00958061218,-830.2213996648788,-408.50324630737305,-82.16958999633789,-315.0560140609741,-805.7289123535156
3,2020-05-24,3169.1388809461496,22.48265287943817,7.617220188929221,14.72780365190609,0.05464719235897064,0.055397771298885345,0.04759341478347778,-47390.466928482056,-550.6783723831177,-366.55945777893066,-68.8506555557251,-282.5141429901123,-717.9242610931396
4,2020-05-31,1850.0239181226061,12.051355180569619,4.0560140347337,8.383230082183,0.07131806015968323,0.08672897517681122,0.0638512596487999,-44221.32968902588,-401.0257124900818,-324.84679222106934,-55.61882495880127,-250.10783672332764,-630.5734634399414
5,2020-06-07,1130.3747980989137,6.601675897985493,2.2096354401106795,4.615461417453147,0.06879565864801407,0.09460730850696564,0.0623185858130455,-42371.30582332611,-320.1794624328613,-283.7388753890991,-42.68705368041992,-218.14234256744385,-544.5683002471924
6,2020-06-14,688.0187745422882,3.7686435773065448,1.256818445820742,2.5419616048520854,0.0714278519153595,0.10624483972787857,0.06686274707317352,-41240.93055725098,-275.0294841825962,-243.01512241363525,-30.05660057067871,-186.47987842559814,-459.55162048339844
7,2020-06-21,427.16949311157805,2.2245411289154604,0.7405536582867784,1.431750110043834,0.06539307534694672,0.11934003978967667,0.07382695376873016,-40552.911162376404,-248.76145645976067,-202.28071212768555,-17.55955696105957,-154.85610961914062,-374.69639778137207
8,2020-06-28,254.5164417961205,1.3396774431762388,0.44568337959422144,0.8286073719579234,0.058704689145088196,0.1316027194261551,0.0808958187699318,-40125.74255466461,-233.08970034122467,-161.50472164154053,-5.233834981918335,-123.42281341552734,-290.1613712310791
9,2020-07-05,148.84557100155507,0.818947105285216,0.2725312917275773,0.4913072056066318,0.11149242520332336,0.0,0.11307653039693832,-39871.224761009216,-223.57091307640076,-120.45421600341797,0.0,-92.22785234451294,-212.68208026885986
10,2020-07-12,108.55500474934524,0.49941463484897564,0.16663627395157213,0.2964084326540177,0.25063708424568176,0.0,0.2554531693458557,-39722.38004207611,-217.7455648779869,-80.2083969116211,0.0,-61.62983179092407,-141.83824062347412
11,2020-07-19,140.3585068310349,0.31139492190228407,0.10418620237959313,0.18051365730862523,0.749576210975647,0.0,0.7362359762191772,-39613.82508277893,-214.1723968088627,-43.86686086654663,0.0,-33.68730545043945,-77.55416631698608
12,2020-07-26,357.74198500184866,0.23604420892020309,0.07965992367342963,0.11593871874248107,0.9096695780754089,0.0,0.915276825428009,-39473.4650850296,-211.74825727939606,-20.251813530921936,0.0,-15.36979079246521,-35.62160134315491
13,2020-08-02,1036.1418733835453,0.3517745389122563,0.1209399529216497,0.10024212622435184,0.9249417781829834,0.0,0.9306407570838928,-39115.723967552185,-209.11753177642822,-12.237975001335144,0.0,-9.004878997802734,-21.24285250902176
14,2020-08-09,3013.452993394283,0.9031501601683932,0.31372440822299125,0.17109317446350059,0.9267939925193787,0.0,0.928993284702301,-38079.580664634705,-203.342754393816,-8.5648313164711,0.0,-6.361258774995804,-14.926089346408844
15,2020-08-16,8829.173142878892,2.6085933173647184,0.9085827090604556,0.449099276393332,0.9430221319198608,0.0,0.9470661282539368,-35066.12777709961,-187.0197057723999,-5.314325541257858,0.0,-3.9956148713827133,-9.309940040111542
16,2020-08-23,26236.95318235409,7.595892669753627,2.647094816364341,1.2919551805283522,0.9467407464981079,0.0,0.9416127800941467,-26236.95433139801,-139.54313471913338,-2.413167804479599,0.0,-1.856924220919609,-4.270092025399208
