,budget,env,id,name,o_0,o_1,o_5
1083,3.0,binomial,191s5x06,leafy-serenity-2206,-106418.01357269289,-2739.9998903274536,-1079.5035552978516
1084,3.0,binomial,191s5x06,leafy-serenity-2206,-7719783.782958984,-132530.9944152832,-137.30598092079163
1085,3.0,binomial,191s5x06,leafy-serenity-2206,-1588371.9444274902,-29513.99803161621,-779.4598960876465
1086,3.0,binomial,191s5x06,leafy-serenity-2206,-222974.99179840088,-4797.999858856201,-1003.8894653320312
1087,3.0,binomial,191s5x06,leafy-serenity-2206,-5172843.170166016,-85152.00614929199,-399.7981452941895
1088,3.0,binomial,191s5x06,leafy-serenity-2206,-2140949.821472168,-39515.00177383423,-710.8954238891602
1089,3.0,binomial,191s5x06,leafy-serenity-2206,-2050321.1975097656,-36301.000118255615,-729.9355030059814
1090,3.0,binomial,191s5x06,leafy-serenity-2206,-1538709.0682983398,-28038.00106048584,-786.6662406921387
1091,3.0,binomial,191s5x06,leafy-serenity-2206,-60875.004529953,-2036.0000431537628,-1222.689828872681
1092,3.0,binomial,191s5x06,leafy-serenity-2206,-7198722.839355469,-122369.9951171875,-213.43963623046875
1093,3.0,binomial,191s5x06,leafy-serenity-2206,-2179437.828063965,-39307.00302124024,-719.8635292053223
1094,3.0,binomial,191s5x06,leafy-serenity-2206,-2643398.857116699,-48005.00392913818,-638.9934682846069
1095,3.0,binomial,191s5x06,leafy-serenity-2206,-8556562.042236328,-147653.98979187012,-80.61736464500427
1096,3.0,binomial,191s5x06,leafy-serenity-2206,-7307455.4443359375,-125450.00076293944,-188.90270233154297
1097,3.0,binomial,191s5x06,leafy-serenity-2206,-1737153.8162231443,-31385.998725891117,-758.8799285888672
1098,3.0,binomial,191s5x06,leafy-serenity-2206,-6574964.141845703,-107153.0055999756,-313.57619762420654
1099,3.0,binomial,191s5x06,leafy-serenity-2206,-2295825.0045776367,-42119.998931884766,-685.7794761657715
1100,3.0,binomial,191s5x06,leafy-serenity-2206,-1905255.126953125,-33302.998542785645,-757.5627708435059
1101,3.0,binomial,191s5x06,leafy-serenity-2206,-1335411.0717773438,-23159.99984741211,-821.6653347015381
1102,3.0,binomial,191s5x06,leafy-serenity-2206,-598620.9869384766,-10552.99997329712,-934.1080856323242
1103,3.0,binomial,191s5x06,leafy-serenity-2206,-4759334.182739258,-78575.9973526001,-448.091983795166
1104,3.0,binomial,191s5x06,leafy-serenity-2206,-5143705.749511719,-90822.00050354004,-375.591402053833
1105,3.0,binomial,191s5x06,leafy-serenity-2206,-2667563.056945801,-43224.00093078613,-667.8417205810547
1106,3.0,binomial,191s5x06,leafy-serenity-2206,-6748229.98046875,-116057.99674987792,-270.54961681365967
1107,3.0,binomial,191s5x06,leafy-serenity-2206,-2168893.051147461,-38591.9976234436,-721.4034175872803
1108,3.0,binomial,191s5x06,leafy-serenity-2206,-1206468.105316162,-21373.000144958496,-828.5315322875977
1109,3.0,binomial,191s5x06,leafy-serenity-2206,-2408137.893676758,-41382.999420166016,-687.4003028869629
1110,3.0,binomial,191s5x06,leafy-serenity-2206,-2350287.8189086914,-37755.00059127808,-724.6013832092285
1111,3.0,binomial,191s5x06,leafy-serenity-2206,-1441359.9967956543,-26081.995964050293,-808.0232334136963
1112,3.0,binomial,191s5x06,leafy-serenity-2206,-410482.9788208008,-7918.999791145325,-960.9986686706544
1113,3.0,binomial,191s5x06,leafy-serenity-2206,-177095.00789642334,-4004.000127315521,-1011.840476989746
1114,3.0,binomial,191s5x06,leafy-serenity-2206,-2125572.0138549805,-38201.000690460205,-723.2658576965332
1115,3.0,binomial,191s5x06,leafy-serenity-2206,-993008.9950561523,-18279.99949455261,-856.4944839477539
1116,3.0,binomial,191s5x06,leafy-serenity-2206,-97034.00135040285,-2619.999945163727,-1082.1391582489014
1117,3.0,binomial,191s5x06,leafy-serenity-2206,-3647357.940673828,-62815.00339508057,-537.9210948944092
1118,3.0,binomial,191s5x06,leafy-serenity-2206,-6250723.2666015625,-102291.99409484863,-338.8562536239624
1119,3.0,binomial,191s5x06,leafy-serenity-2206,-1456353.0921936035,-26356.9974899292,-791.6160106658936
1120,3.0,binomial,191s5x06,leafy-serenity-2206,-5569540.786743164,-94000.0057220459,-369.7721242904663
1121,3.0,binomial,191s5x06,leafy-serenity-2206,-84935.99891662598,-2389.9999260902405,-1124.469652175903
1122,3.0,binomial,191s5x06,leafy-serenity-2206,-1312737.0834350586,-22972.99861907959,-825.4127883911133
1123,3.0,binomial,191s5x06,leafy-serenity-2206,-2073307.037353516,-36663.997173309326,-729.557933807373
1124,3.0,binomial,191s5x06,leafy-serenity-2206,-449855.99517822266,-8517.000675201416,-938.2941341400146
1125,3.0,binomial,191s5x06,leafy-serenity-2206,-985411.0717773438,-17706.99977874756,-859.0402221679688
1126,3.0,binomial,191s5x06,leafy-serenity-2206,-2230105.209350586,-41052.99472808838,-695.3448343276978
1127,3.0,binomial,191s5x06,leafy-serenity-2206,-4022921.371459961,-67386.00254058838,-502.731671333313
1128,3.0,binomial,191s5x06,leafy-serenity-2206,-1237345.1232910156,-21885.998249053955,-827.173261642456
1129,3.0,binomial,191s5x06,leafy-serenity-2206,-4534015.274047852,-74376.99794769287,-472.1762895584106
1130,3.0,binomial,191s5x06,leafy-serenity-2206,-7460258.483886719,-131189.99481201172,-150.62307357788086
1131,3.0,binomial,191s5x06,leafy-serenity-2206,-402423.00033569336,-7599.999904632568,-967.7540588378906
1132,3.0,binomial,191s5x06,leafy-serenity-2206,-1095210.075378418,-19165.99750518799,-855.5136108398438
1133,3.0,binomial,191s5x06,leafy-serenity-2206,-5035220.336914063,-83888.99803161621,-417.0156097412109
1134,3.0,binomial,191s5x06,leafy-serenity-2206,-4298982.238769531,-73489.99977111816,-480.6066226959229
1135,3.0,binomial,191s5x06,leafy-serenity-2206,-7898104.095458984,-133654.00314331055,-127.82100319862366
1136,3.0,binomial,191s5x06,leafy-serenity-2206,-1368764.0190124512,-25008.997917175293,-812.241039276123
1137,3.0,binomial,191s5x06,leafy-serenity-2206,-8225557.708740234,-141745.98693847656,-86.0717386007309
1138,3.0,binomial,191s5x06,leafy-serenity-2206,-127196.00200653076,-2885.9996795654297,-1048.4983348846436
1139,3.0,binomial,191s5x06,leafy-serenity-2206,-8623181.915283203,-148416.0041809082,-74.37025308609009
1140,3.0,binomial,191s5x06,leafy-serenity-2206,-3071802.90222168,-52653.00273895264,-592.8014945983887
1141,3.0,binomial,191s5x06,leafy-serenity-2206,-323984.0269088745,-6165.99977016449,-991.5663242340088
1142,3.0,binomial,191s5x06,leafy-serenity-2206,-4562637.710571289,-80602.99873352051,-443.6003351211548
1143,3.0,binomial,191s5x06,leafy-serenity-2206,-4560226.058959961,-81386.99531555176,-435.10451316833496
1144,3.0,binomial,191s5x06,leafy-serenity-2206,-333529.99687194824,-6371.999979019165,-975.6946849822998
1145,3.0,binomial,191s5x06,leafy-serenity-2206,-6634676.361083984,-118133.00132751463,-266.52508020401
1146,3.0,binomial,191s5x06,leafy-serenity-2206,-1367457.8666687012,-24935.998916625977,-814.3789958953857
1147,3.0,binomial,191s5x06,leafy-serenity-2206,-6805907.440185547,-118171.00524902344,-262.83367395401
1148,3.0,binomial,191s5x06,leafy-serenity-2206,-292957.9734802246,-5796.000361442566,-997.0064449310304
1149,3.0,binomial,191s5x06,leafy-serenity-2206,-667213.0584716797,-12643.998861312866,-902.3301315307616
1150,3.0,binomial,191s5x06,leafy-serenity-2206,-3338574.6002197266,-58607.99789428711,-565.7489490509033
1151,3.0,binomial,191s5x06,leafy-serenity-2206,-4312865.06652832,-72887.9976272583,-482.1571111679077
1152,3.0,binomial,191s5x06,leafy-serenity-2206,-1969269.7525024412,-35204.00047302246,-730.7180213928223
1153,3.0,binomial,191s5x06,leafy-serenity-2206,-152408.99324417114,-3406.0001373291016,-1017.2909832000732
1154,3.0,binomial,191s5x06,leafy-serenity-2206,-874699.878692627,-15578.999519348145,-867.8272247314453
1155,3.0,binomial,191s5x06,leafy-serenity-2206,-608033.9431762695,-11411.0004901886,-920.7504272460938
