,budget,env,id,name,o_0,o_1,o_5
995,3.0,binomial,191s5x06,leafy-serenity-2206,-7161668.395996094,-120482.00607299805,-215.69629669189453
996,3.0,binomial,191s5x06,leafy-serenity-2206,-7624072.265625,-129865.99922180176,-168.04168224334717
997,3.0,binomial,191s5x06,leafy-serenity-2206,-332589.9839401245,-6444.999575614929,-974.2894649505616
998,3.0,binomial,191s5x06,leafy-serenity-2206,-7733462.5244140625,-133892.0021057129,-115.36235690116882
999,3.0,binomial,191s5x06,leafy-serenity-2206,-8091459.655761719,-140890.00701904297,-98.4496021270752
1000,3.0,binomial,191s5x06,leafy-serenity-2206,-3668548.9654541016,-60982.0032119751,-550.5234432220459
1001,3.0,binomial,191s5x06,leafy-serenity-2206,-3239233.016967773,-51194.99683380127,-612.0582962036133
1002,3.0,binomial,191s5x06,leafy-serenity-2206,-4232666.778564453,-73756.00337982178,-476.6957473754883
1003,3.0,binomial,191s5x06,leafy-serenity-2206,-66679.00085449219,-2177.000045776367,-1150.8990669250488
1004,3.0,binomial,191s5x06,leafy-serenity-2206,-62795.00126838684,-1984.0000569820404,-1279.7010612487793
1005,3.0,binomial,191s5x06,leafy-serenity-2206,-2767951.011657715,-45406.999588012695,-654.5022583007812
1006,3.0,binomial,191s5x06,leafy-serenity-2206,-1819634.0560913088,-33683.00437927246,-754.2409515380859
1007,3.0,binomial,191s5x06,leafy-serenity-2206,-3235873.794555664,-52331.99596405029,-608.0890560150146
1008,3.0,binomial,191s5x06,leafy-serenity-2206,-1689589.881896973,-30832.998752593998,-771.302547454834
1009,3.0,binomial,191s5x06,leafy-serenity-2206,-3597668.0755615234,-58528.00369262695,-577.4672412872314
1010,3.0,binomial,191s5x06,leafy-serenity-2206,-2816028.0227661133,-45999.99904632568,-645.1274871826172
1011,3.0,binomial,191s5x06,leafy-serenity-2206,-825250.0534057617,-14360.99886894226,-881.2365531921387
1012,3.0,binomial,191s5x06,leafy-serenity-2206,-6208802.032470703,-104637.99476623537,-323.7730121612549
1013,3.0,binomial,191s5x06,leafy-serenity-2206,-1527041.053771973,-26124.0029335022,-801.9584369659424
1014,3.0,binomial,191s5x06,leafy-serenity-2206,-3431898.1170654297,-58537.00637817383,-574.1788101196289
1015,3.0,binomial,191s5x06,leafy-serenity-2206,-695246.9825744629,-13178.999423980713,-901.5606594085692
1016,3.0,binomial,191s5x06,leafy-serenity-2206,-2773348.2360839844,-50297.99938201904,-617.8095531463623
1017,3.0,binomial,191s5x06,leafy-serenity-2206,-4438037.872314453,-74121.994972229,-472.6497745513916
1018,3.0,binomial,191s5x06,leafy-serenity-2206,-4633967.971801758,-79050.99868774414,-444.6927452087402
1019,3.0,binomial,191s5x06,leafy-serenity-2206,-3810256.958007813,-65481.99653625488,-532.0045280456543
1020,3.0,binomial,191s5x06,leafy-serenity-2206,-3673604.965209961,-59316.00093841553,-556.6636848449707
1021,3.0,binomial,191s5x06,leafy-serenity-2206,-1147104.9308776855,-21010.99967956543,-836.7547988891602
1022,3.0,binomial,191s5x06,leafy-serenity-2206,-588435.9836578369,-10705.000162124634,-931.5647506713868
1023,3.0,binomial,191s5x06,leafy-serenity-2206,-4099532.699584961,-65808.0005645752,-531.0942935943604
1024,3.0,binomial,191s5x06,leafy-serenity-2206,-3596830.7495117188,-65462.99934387207,-535.0030660629272
1025,3.0,binomial,191s5x06,leafy-serenity-2206,-4063920.211791992,-71221.99535369873,-492.29161262512207
1026,3.0,binomial,191s5x06,leafy-serenity-2206,-455855.9894561768,-8464.999794960022,-948.7672805786132
1027,3.0,binomial,191s5x06,leafy-serenity-2206,-6477406.311035156,-113528.99551391602,-271.47783279418945
1028,3.0,binomial,191s5x06,leafy-serenity-2206,-5942402.267456055,-97313.98582458496,-342.9283618927002
1029,3.0,binomial,191s5x06,leafy-serenity-2206,-2768845.1766967773,-49459.004402160645,-630.2597236633301
1030,3.0,binomial,191s5x06,leafy-serenity-2206,-3381237.030029297,-58974.00379180908,-564.4430780410767
1031,3.0,binomial,191s5x06,leafy-serenity-2206,-759594.0589904785,-14197.999238967896,-893.8298034667969
1032,3.0,binomial,191s5x06,leafy-serenity-2206,-2166757.9650878906,-39548.00367355347,-706.6809225082397
1033,3.0,binomial,191s5x06,leafy-serenity-2206,-3385845.184326172,-57142.9967880249,-584.9316787719727
1034,3.0,binomial,191s5x06,leafy-serenity-2206,-2295263.8626098637,-41103.00064086914,-690.794734954834
1035,3.0,binomial,191s5x06,leafy-serenity-2206,-1158192.9206848145,-19938.00163269043,-843.9102458953857
1036,3.0,binomial,191s5x06,leafy-serenity-2206,-1207498.9318847656,-20866.999626159668,-843.341875076294
1037,3.0,binomial,191s5x06,leafy-serenity-2206,-6262072.372436523,-112684.98420715332,-288.79239320755005
1038,3.0,binomial,191s5x06,leafy-serenity-2206,-4343077.087402344,-75446.99668884277,-449.5236825942993
1039,3.0,binomial,191s5x06,leafy-serenity-2206,-3762833.786010742,-65857.00035095215,-520.3985023498535
1040,3.0,binomial,191s5x06,leafy-serenity-2206,-6879047.393798828,-112657.99522399902,-292.19264030456543
1041,3.0,binomial,191s5x06,leafy-serenity-2206,-994445.0378417968,-17845.00002861023,-859.0143871307373
1042,3.0,binomial,191s5x06,leafy-serenity-2206,-1385970.0202941897,-24558.000564575195,-816.0914897918701
1043,3.0,binomial,191s5x06,leafy-serenity-2206,-139998.0068206787,-3284.0001583099365,-1046.017484664917
1044,3.0,binomial,191s5x06,leafy-serenity-2206,-4832292.556762695,-81764.99366760254,-429.7769165039063
1045,3.0,binomial,191s5x06,leafy-serenity-2206,-7014865.112304688,-118592.99659729004,-219.4040536880493
1046,3.0,binomial,191s5x06,leafy-serenity-2206,-7502528.381347656,-129963.99879455566,-151.2148654460907
1047,3.0,binomial,191s5x06,leafy-serenity-2206,-107641.00551605225,-2867.000102996826,-1071.070432662964
1048,3.0,binomial,191s5x06,leafy-serenity-2206,-1868082.046508789,-34332.00120925903,-752.8836250305176
1049,3.0,binomial,191s5x06,leafy-serenity-2206,-3628672.0275878906,-63721.99535369873,-535.9673738479614
1050,3.0,binomial,191s5x06,leafy-serenity-2206,-609398.9849090576,-11158.000230789185,-930.8666038513184
1051,3.0,binomial,191s5x06,leafy-serenity-2206,-3924721.5270996094,-67166.0041809082,-516.6546535491943
1052,3.0,binomial,191s5x06,leafy-serenity-2206,-554877.9964447021,-10020.999908447266,-935.1955604553224
1053,3.0,binomial,191s5x06,leafy-serenity-2206,-75357.99741744995,-2083.9999616146088,-1214.8816394805908
1054,3.0,binomial,191s5x06,leafy-serenity-2206,-1318382.9307556152,-23260.00213623047,-819.0850067138672
1055,3.0,binomial,191s5x06,leafy-serenity-2206,-63789.99948501587,-2014.000117778778,-1245.8005142211914
1056,3.0,binomial,191s5x06,leafy-serenity-2206,-317048.978805542,-6189.0000104904175,-978.4346580505372
1057,3.0,binomial,191s5x06,leafy-serenity-2206,-3534984.970092773,-57725.99697113037,-581.703929901123
1058,3.0,binomial,191s5x06,leafy-serenity-2206,-2428207.969665528,-44627.00366973877,-661.0065078735352
1059,3.0,binomial,191s5x06,leafy-serenity-2206,-1101511.9552612305,-19419.99912261963,-846.7483234405518
1060,3.0,binomial,191s5x06,leafy-serenity-2206,-1136038.2080078125,-21202.001571655277,-836.5992736816406
1061,3.0,binomial,191s5x06,leafy-serenity-2206,-5348715.2099609375,-94751.99699401855,-353.8514757156372
1062,3.0,binomial,191s5x06,leafy-serenity-2206,-4231467.819213867,-69767.99964904785,-492.3957681655884
1063,3.0,binomial,191s5x06,leafy-serenity-2206,-71016.00170135498,-2102.999985218048,-1211.8493270874023
1064,3.0,binomial,191s5x06,leafy-serenity-2206,-3075135.040283203,-52461.99607849121,-604.674882888794
1065,3.0,binomial,191s5x06,leafy-serenity-2206,-55673.99859428406,-1834.000051021576,-1328.704719543457
1066,3.0,binomial,191s5x06,leafy-serenity-2206,-8214945.983886719,-141652.0118713379,-95.82714200019836
1067,3.0,binomial,191s5x06,leafy-serenity-2206,-5450278.854370117,-88568.0103302002,-386.6111183166504
1068,3.0,binomial,191s5x06,leafy-serenity-2206,-6291990.661621094,-105281.00967407228,-313.7404131889343
1069,3.0,binomial,191s5x06,leafy-serenity-2206,-66310.0004196167,-2104.000002145767,-1166.462230682373
1070,3.0,binomial,191s5x06,leafy-serenity-2206,-1889941.7877197263,-34884.99641418457,-734.0958881378174
1071,3.0,binomial,191s5x06,leafy-serenity-2206,-3522772.979736328,-58390.99884033203,-580.5466747283936
1072,3.0,binomial,191s5x06,leafy-serenity-2206,-1312101.936340332,-22824.00131225586,-826.3571834564209
1073,3.0,binomial,191s5x06,leafy-serenity-2206,-6244235.229492188,-104989.9959564209,-318.4629249572754
1074,3.0,binomial,191s5x06,leafy-serenity-2206,-2219387.0544433594,-37370.00226974487,-725.3384113311768
1075,3.0,binomial,191s5x06,leafy-serenity-2206,-6589540.863037109,-108734.00688171388,-304.1341781616211
1076,3.0,binomial,191s5x06,leafy-serenity-2206,-402205.9917449951,-7702.999711036682,-964.378423690796
1077,3.0,binomial,191s5x06,leafy-serenity-2206,-6130181.121826172,-102651.00479125977,-336.704843044281
1078,3.0,binomial,191s5x06,leafy-serenity-2206,-89846.99845314026,-2466.000020503998,-1101.9201278686523
1079,3.0,binomial,191s5x06,leafy-serenity-2206,-3102746.2005615234,-55563.00163269043,-589.9981355667114
1080,3.0,binomial,191s5x06,leafy-serenity-2206,-6394363.4033203125,-109672.0027923584,-293.22730779647827
1081,3.0,binomial,191s5x06,leafy-serenity-2206,-191952.9914855957,-4218.999743461609,-1009.114065170288
1082,3.0,binomial,191s5x06,leafy-serenity-2206,-8274634.552001953,-141306.00929260254,-97.6512050628662
