,budget,env,id,name,o_0,o_1,o_5
841,2.0,binomial,hk4a9pbs,peach-elevator-2180,-2167289.161682129,-36984.00020599365,-707.3782968521118
842,2.0,binomial,hk4a9pbs,peach-elevator-2180,-3600314.712524414,-59200.00076293945,-557.6819801330566
843,2.0,binomial,hk4a9pbs,peach-elevator-2180,-6454566.955566406,-111674.01313781738,-276.5907025337219
844,2.0,binomial,hk4a9pbs,peach-elevator-2180,-2407357.215881348,-40940.99998474121,-673.8988351821899
845,2.0,binomial,hk4a9pbs,peach-elevator-2180,-8506035.614013672,-146672.99270629883,-59.0965211391449
846,2.0,binomial,hk4a9pbs,peach-elevator-2180,-2209176.0635375977,-39002.99787521362,-688.9481735229492
847,2.0,binomial,hk4a9pbs,peach-elevator-2180,-1003308.0101013184,-17982.99789428711,-863.3716678619385
848,2.0,binomial,hk4a9pbs,peach-elevator-2180,-168041.9921875,-3810.999989509583,-1020.5389881134032
849,2.0,binomial,hk4a9pbs,peach-elevator-2180,-5745975.112915039,-96001.99699401855,-368.79661560058594
850,2.0,binomial,hk4a9pbs,peach-elevator-2180,-5482138.824462891,-92870.99838256836,-379.02656078338623
851,2.0,binomial,hk4a9pbs,peach-elevator-2180,-8593479.15649414,-148434.0000152588,-56.88639163970947
852,2.0,binomial,hk4a9pbs,peach-elevator-2180,-7204602.813720703,-125844.00177001952,-185.3910040855408
853,2.0,binomial,hk4a9pbs,peach-elevator-2180,-2085123.062133789,-35626.99794769287,-712.4186611175537
854,2.0,binomial,hk4a9pbs,peach-elevator-2180,-3494165.802001953,-55525.007247924805,-574.7043943405151
855,2.0,binomial,hk4a9pbs,peach-elevator-2180,-6938513.18359375,-118783.99848937988,-248.1757879257202
856,2.0,binomial,hk4a9pbs,peach-elevator-2180,-6728734.588623047,-117298.002243042,-249.25605297088623
857,2.0,binomial,hk4a9pbs,peach-elevator-2180,-6353905.10559082,-107805.99594116212,-315.2226448059082
858,2.0,binomial,hk4a9pbs,peach-elevator-2180,-5922521.97265625,-94457.99827575684,-370.0736904144287
859,2.0,binomial,hk4a9pbs,peach-elevator-2180,-1052772.9988098145,-18272.000551223755,-848.3840847015381
860,2.0,binomial,hk4a9pbs,peach-elevator-2180,-48778.00345420837,-1721.9999432563782,-1321.0739421844482
861,2.0,binomial,hk4a9pbs,peach-elevator-2180,-1712223.0529785156,-30356.99844360352,-764.8903942108154
862,2.0,binomial,hk4a9pbs,peach-elevator-2180,-208056.99825286865,-4258.999824523926,-1020.3215789794922
863,2.0,binomial,hk4a9pbs,peach-elevator-2180,-256043.004989624,-4996.000528335571,-970.367259979248
864,2.0,binomial,hk4a9pbs,peach-elevator-2180,-1921575.927734375,-33093.998432159424,-724.7394847869873
865,2.0,binomial,hk4a9pbs,peach-elevator-2180,-49033.9994430542,-1775.9999632835388,-1279.7479248046875
866,2.0,binomial,hk4a9pbs,peach-elevator-2180,-6513098.14453125,-111173.00033569336,-301.54797077178955
867,2.0,binomial,hk4a9pbs,peach-elevator-2180,-1761796.9512939453,-29001.002311706543,-783.4705066680908
