index,dates,ari,i_hosp_new,i_icu_new,d_new,p_w,p_s,p_l,o_0,o_1,o_2,o_3,o_4,o_5
0,2020-05-03,49038.15527633205,99.408907923409,33.96204775338052,50.61202792591414,0.9576377868652344,0.714300274848938,0.9080798029899597,-2629823.684692383,-43787.2838973999,-223.68195056915283,-75.55513858795166,-356.7434072494507,-655.9805202484131
1,2020-05-10,175510.87281327066,72.7254245742813,24.828911727827332,35.65305585062358,0.9925135970115662,0.44786337018013,0.6135610342025757,-2580785.56060791,-43015.9854888916,-202.53331661224365,-65.80450534820557,-337.7453804016113,-606.0832357406616
2,2020-05-17,378038.2817191337,132.41253070340426,45.41842419430118,33.029000308208225,0.722972571849823,0.23909461498260498,0.14647643268108368,-2405274.772644043,-42123.775482177734,-201.33941173553467,-60.402822494506836,-330.6171417236328,-592.3593807220459
3,2020-05-24,415474.77799608087,363.76711056222615,124.61358747297544,65.93412999645662,0.4259105324745178,0.11387931555509567,0.046641070395708084,-2027236.557006836,-39781.75401687622,-196.55351638793945,-52.17589855194092,-312.43085861206055,-561.1602687835693
4,2020-05-31,327702.0693028853,620.4557821929814,211.41649559686195,137.3989369510408,0.5101690888404846,0.10076256096363068,0.045702897012233734,-1611761.6653442383,-34889.41431045532,-181.73162937164307,-42.4265193939209,-286.3973379135132,-510.55548191070557
5,2020-06-07,279715.011609355,658.3888131860435,224.1549450037237,194.1703150068024,0.5121966600418091,0.10110584646463394,0.045489612966775894,-1284059.5245361328,-28676.393032073975,-162.96406984329224,-32.328734397888184,-260.24229526519775,-455.5350923538208
6,2020-06-14,228738.54763634034,576.518349848332,195.76466715752906,200.61200903389414,0.5190972089767456,0.10044962167739868,0.05200672522187233,-1004344.5587158203,-22919.888496398926,-146.75744771957397,-22.57283926010132,-235.2428913116455,-404.57316398620605
7,2020-06-21,184527.01244280927,484.91676454873254,164.26447079678994,178.9829100988623,0.5300275087356567,0.09870883077383041,0.061198923736810684,-775606.0123443604,-18005.735874176025,-131.27899169921875,-13.130404949188232,-211.17851734161377,-355.5878949165344
8,2020-06-28,145535.6971283458,397.52414040821077,134.48517621260467,150.09232833792382,0.54338139295578,0.0960545465350151,0.07161445170640945,-591078.9966583252,-13936.578035354614,-116.49007797241211,-3.904930353164673,-187.9305362701416,-308.32552671432495
9,2020-07-05,112853.94964527289,321.21447731242506,108.6041146734592,122.08735444024306,0.5555953979492188,0.0,0.08312692493200302,-445543.2891845703,-10630.885362625122,-102.36109495162964,0.0,-165.3667449951172,-267.7278256416321
10,2020-07-12,88239.99529652872,256.47973961695317,86.78076600011303,97.74703051576225,0.5636336207389832,0.0,0.09509853273630142,-332689.33296203613,-7976.143360137939,-88.82034420967102,0.0,-143.3732032775879,-232.19353437423706
11,2020-07-19,69077.84718530874,202.2258026260024,68.47033312847462,77.33743782228336,0.5675399303436279,0.0,0.10708886384963989,-244449.3293762207,-5871.753692626953,-75.72957873344421,0.0,-121.87856435775757,-197.60814428329468
12,2020-07-26,54099.986496107165,158.62274746132644,53.73559764792584,60.66131858977887,0.5685007572174072,0.0,0.11837238818407059,-175371.4919090271,-4217.967092990875,-62.92319297790527,0.0,-100.82676410675049,-163.74996542930603
13,2020-08-02,42345.42834519199,124.31292821299093,42.13717531375636,47.39994960319694,0.5680303573608398,0.0,0.12786129117012024,-121271.50297164917,-2921.4340448379517,-50.26642084121704,0.0,-80.16669750213623,-130.43312072753906
14,2020-08-09,33094.45086166611,97.41323200277654,33.03989719972512,37.013491069360086,0.5672598481178284,0.0,0.13411904871463776,-78926.0745048523,-1905.2331149578094,-37.67276108264923,0.0,-59.83932018280029,-97.5120735168457
15,2020-08-16,25793.064758841654,76.27895686030438,25.886757632139066,28.91005894842081,0.5668252110481262,0.0,0.13620221614837646,-45831.626653671265,-1109.0674996376038,-25.101011991500854,0.0,-39.765942096710205,-64.86695051193237
16,2020-08-23,20038.56323532846,59.61984939049488,20.2417813139684,22.57462659033149,0.5672439932823181,0.0,0.13710275292396545,-20038.563013076782,-486.12941056489944,-12.54049837589264,0.0,-19.84599232673645,-32.38649100065231
