,mu_o_1,mu_o_5,mu_o_0,std_o_1,std_o_5,std_o_0
0,-149560.48011779785,-60.25788116455078,-8644012.908935547,0.0,5.825012311428602,19941.360604815873
1,-149414.93034362793,-60.434681188179546,-8642752.765794381,0.0,5.629329161335639,18796.025097291902
2,-149295.42541503906,-61.44866061435376,-8633054.231120758,0.0,7.08506133339853,22387.558382992527
3,-149267.58766174316,-61.87718754638372,-8630592.29663074,0.0,7.292960833048821,24713.589194738463
4,-149169.5785522461,-62.746420930889016,-8629556.91831005,0.0,6.948582272418445,22805.05803248548
5,-149101.7246246338,-63.4382098751244,-8628031.771531101,0.0,6.812278734823036,20726.81971314708
6,-149026.0410308838,-63.713422564125075,-8625811.40846959,0.0,6.793125728719081,18087.989273679235
7,-148817.12913513184,-64.3174945329118,-8619180.511601442,0.0,6.920306877574339,10699.881718385557
8,-148652.43911743164,-64.70066333807452,-8611834.895227732,0.0,6.865034938082744,7901.794879317021
9,-148526.30615234375,-64.96451971542741,-8609390.549310599,0.0,6.835730790274003,11608.943450720311
10,-148322.20077514648,-65.17849372737541,-8599858.151012382,0.0,6.793084987561831,10688.384435937016
11,-147890.07186889648,-66.00915206378846,-8575747.499040764,0.0,6.471681697819883,10877.147312155545
12,-147721.2429046631,-66.64799168379167,-8555952.356174782,0.0,6.960221212712299,23701.852320407692
13,-147363.10005187988,-68.11873279167227,-8515402.60899933,0.0,7.938161480265299,63796.48860446653
14,-147333.25958251953,-68.26575031575652,-8515644.303182583,0.0,8.070698587989673,60195.36115998817
15,-147313.32778930664,-69.49159348194857,-8530341.182645585,0.0,8.082556192516977,64625.913081079154
16,-146926.1932373047,-71.78748605220167,-8533761.42571168,0.0,9.764415726702454,19865.163045385016
17,-146884.6607208252,-72.06664421674941,-8534533.312661013,0.0,9.926148637964022,16187.21869861025
18,-146808.6338043213,-72.38010982294072,-8533407.00973742,0.0,9.855139228254739,13283.014582436008
19,-146667.51861572266,-72.78342879305437,-8530383.877777508,0.0,9.685385486408647,9740.299396704846
20,-146659.26933288574,-72.8039191370616,-8530227.770656383,0.0,9.677525247910417,9716.320022649425
21,-145997.5242614746,-74.41147908532676,-8492942.432267653,0.0,9.011283086127406,14900.40590278357
22,-145814.1326904297,-74.97918145519374,-8480597.627488125,0.0,8.754478820208966,19272.345938492024
23,-145738.53492736816,-75.21800125177872,-8475476.096025493,0.0,8.646816209799216,21072.86605006586
24,-145691.2899017334,-75.41343915780358,-8472395.46474494,0.0,8.57933360089105,22044.08709193001
25,-145626.02996826172,-75.6265840802577,-8468024.29908735,0.0,8.509415506949683,23320.95756921676
26,-144986.66763305664,-78.4950504301571,-8417782.865526225,0.0,9.420318615612167,46204.073127553325
27,-144940.65284729004,-79.32006335602578,-8412552.310996953,0.0,9.270063698386277,47203.08240825215
28,-144838.4189605713,-79.71615961580181,-8403040.192216214,0.0,9.458252768754146,50586.11087358198
29,-144635.1432800293,-80.98313636147512,-8384624.315599349,0.0,9.489936035428899,58412.47585209559
30,-144540.18592834473,-81.46937455520981,-8375544.757479118,0.0,9.349338564390166,62983.40775991082
31,-144537.9638671875,-82.22623488910297,-8362278.257557941,0.0,9.058725057414273,50087.37018332991
32,-144457.72171020508,-82.46239671750392,-8356046.765682991,0.0,9.06326549760506,54627.80708980861
33,-144012.32719421387,-83.56751313484494,-8332040.702846835,0.0,9.245639730978086,85448.66095974468
34,-143690.32859802246,-84.09524246028064,-8304506.214202562,0.0,9.456491192699076,98392.5491600911
