index,dates,ari,i_hosp_new,i_icu_new,d_new,p_w,p_s,p_l,o_0,o_1,o_2,o_3,o_4,o_5
0,2020-05-03,53168.0,98.0,44.0,46.0,0.9669076204299927,0.9204455018043518,0.965009868144989,-8198894.500732422,-141014.99557495117,-45.81516981124878,-39.070048332214355,-65.51751494407654,-150.40274620056152
1,2020-05-10,229927.0,62.0,28.0,33.0,0.96640545129776,0.9419625401496887,0.9656040668487549,-8145726.776123047,-140248.9948272705,-24.970006942749023,-30.586543083190918,-47.44179546833038,-102.99836039543152
2,2020-05-17,835195.0,145.0,64.0,31.0,0.951156735420227,0.9468960762023926,0.9427194595336914,-7915799.713134766,-139282.9990386963,-23.55598956346512,-29.639909267425537,-46.30124568939209,-99.49715495109558
3,2020-05-24,2104882.0,619.0,201.0,115.0,0.910344123840332,0.9448750019073486,0.9075477123260498,-7080604.553222656,-135999.00245666504,-22.036534547805786,-28.975718021392822,-45.0055330991745,-96.01779341697693
4,2020-05-31,2562022.0,1889.0,645.0,303.0,0.8139408826828003,0.9431024789810181,0.8500672578811646,-4975722.885131836,-124484.00497436523,-20.249031484127045,-28.53703737258911,-43.457189202308655,-92.24326014518738
5,2020-06-07,1474130.0,3720.0,1253.0,768.0,0.961725115776062,0.2356908768415451,0.9094927310943604,-2413700.8666992188,-96659.00230407715,-17.935171723365784,-28.250267505645752,-41.80254340171814,-87.98798382282257
6,2020-06-14,601042.0,3950.0,1358.0,1042.0,0.961725115776062,0.035102564841508865,0.9094927310943604,-939570.9991455078,-58625.00190734863,-15.524512529373169,-25.602006912231445,-39.87882733345032,-81.00534617900848
7,2020-06-21,217950.0,2558.0,896.0,931.0,0.961725115776062,0.0033556658308953047,0.8619738817214966,-338529.01458740234,-28817.999362945557,-14.441315829753876,-17.048561573028564,-37.95042335987091,-69.44029927253723
8,2020-06-28,77685.0,1263.0,433.0,623.0,0.961725115776062,0.0010174671187996864,0.8619738817214966,-120579.00428771973,-12221.999168395996,-13.139158487319946,-5.3751832246780396,-35.13184189796448,-53.6461865901947
9,2020-07-05,27546.0,502.0,166.0,358.0,0.961725115776062,0.0,0.8619738817214966,-42893.99981498718,-4745.000004768372,-11.73337697982788,0.0,-31.36507272720337,-43.09845328330994
10,2020-07-12,9911.0,201.0,67.0,141.0,0.961725115776062,0.0,0.8619738817214966,-15347.999334335327,-1796.0000038146973,-10.28619185090065,0.0,-27.49364674091339,-37.779842019081116
11,2020-07-19,3587.0,86.0,24.0,50.0,0.961725115776062,0.0,0.8619738817214966,-5437.000095844269,-665.0000065565109,-8.823613077402115,0.0,-23.58337491750717,-32.40699112415314
12,2020-07-26,1226.0,27.0,7.0,19.0,0.961725115776062,0.0,0.8619738817214966,-1850.000023841858,-252.99999862909317,-7.355383038520813,0.0,-19.658803939819336,-27.014189958572388
13,2020-08-02,417.0,7.0,8.0,18.0,0.961725115776062,0.0,0.8619738817214966,-624.0000016987324,-84.00000631809235,-5.885110050439835,0.0,-15.729066729545593,-21.614179015159607
14,2020-08-09,147.0,4.0,0.0,2.0,0.961725115776062,0.0,0.8619738817214966,-206.99999295175076,-30.00000026077032,-4.41407784819603,0.0,-11.797420680522919,-16.211499273777008
15,2020-08-16,46.0,0.0,2.0,0.0,0.961725115776062,0.0,0.8619738817214966,-60.00000284984708,-9.999999310821295,-2.9427900910377502,0.0,-7.8651294112205505,-10.807919651269913
16,2020-08-23,14.0,0.0,0.0,0.0,0.961725115776062,0.0,0.8619738817214966,-14.000000373926014,-1.9999999494757503,-1.471409760415554,0.0,-3.93260158598423,-5.404011458158493
