index,dates,ari,i_hosp_new,i_icu_new,d_new,p_w,p_s,p_l,o_0,o_1,o_2,o_3,o_4,o_5
0,2020-05-03,24945.5894152251,99.408907923409,33.96204775338052,50.61202792591414,0.08862064778804779,0.23505376279354095,0.155817449092865,-1496612.0719909668,-22532.91606903076,-591.9491767883301,-106.49024963378906,-120.12587785720825,-818.5652160644531
1,2020-05-10,21429.143302617435,69.31009848055119,23.65264540138247,35.51367191142069,0.1147555559873581,0.07190119475126266,0.6944959759712219,-1471666.5267944336,-21768.877506256104,-554.7177314758301,-93.9200210571289,-90.37826657295227,-739.0159606933594
2,2020-05-17,25702.29302999415,48.35708694034254,16.51459819097484,24.761499614739748,0.00042476554517634213,0.005637188907712698,0.998971700668335,-1450237.3695373535,-21238.563060760498,-515.2591705322266,-82.3466968536377,-69.49099898338318,-667.0968389511108
3,2020-05-24,30709.528304304244,44.93901401275561,15.598209584600678,18.656339880926293,0.005909489002078772,0.03635774180293083,0.9978768825531006,-1424535.083770752,-20815.589427947998,-474.5107173919678,-69.14032936096191,-63.51330280303955,-607.1643161773682
4,2020-05-31,36046.9568376509,52.93933813340597,18.72432400200143,17.901659283205003,0.011786765418946743,0.02463369444012642,0.9719651937484741,-1393825.5310058594,-20351.450443267822,-431.1659812927246,-55.663299560546875,-63.463401794433594,-550.2926874160767
5,2020-06-07,41383.88619948183,62.72122184954389,22.341167033112782,20.152794905923702,0.003317334922030568,0.035938747227191925,0.9680539965629578,-1357778.549194336,-19796.290397644043,-388.29450607299805,-42.45936393737793,-63.029611110687256,-493.78347873687744
6,2020-06-14,47332.09239871788,72.73283810285204,25.943102870444292,23.346472028468764,0.0028022178448736668,0.07540000230073929,0.9590771794319153,-1316394.6151733398,-19146.684408187866,-345.6783056259155,-29.337785243988037,-62.047016620635986,-437.0631265640259
7,2020-06-21,55354.72242656196,83.21589977507705,29.68965434902607,26.897256165582455,0.010113174095749855,0.14460864663124084,0.9727458357810974,-1269062.5190734863,-18399.391174316406,-303.1392574310303,-16.652069091796875,-60.873425006866455,-380.66476821899414
8,2020-06-28,64584.65194189671,94.45727159034237,33.67963806214309,30.670971334730247,0.012480822391808033,0.16689477860927582,0.9745434522628784,-1213707.8285217285,-17549.25489425659,-261.05618476867676,-4.7988560795784,-59.72753167152405,-325.58255910873413
9,2020-07-05,71335.48154250861,109.13483336096603,38.871177801342114,34.98363763520892,0.024440938606858253,0.0,0.9502875208854675,-1149123.191833496,-16576.64656639099,-219.58928108215332,0.0,-58.87335538864136,-278.4626269340515
10,2020-07-12,78686.44716266314,126.7349502962039,45.18276241517841,40.41451177375911,0.03557008132338524,0.0,0.9724327921867371,-1077787.685394287,-15445.01781463623,-178.83009910583496,0.0,-57.73782134056091,-236.5679168701172
11,2020-07-19,88242.33698289306,142.60110368946454,50.84034575259672,46.17845307703993,0.05536232143640518,0.0,0.9762001633644104,-999101.2573242188,-14153.990745544434,-139.0271544456482,0.0,-56.466132402420044,-195.4932975769043
12,2020-07-26,101978.38044117666,159.24893843631688,56.75974384045811,51.78214378617099,0.15134936571121216,0.0,0.9594463109970093,-910858.9172363281,-12711.522579193115,-100.34682750701904,0.0,-55.65999746322632,-156.00682497024536
13,2020-08-02,153266.82735406567,179.06851574910132,63.775625137537496,57.81908745082603,0.7977685928344727,0.0,0.9333217144012451,-808880.5198669434,-11095.48568725586,-64.31455612182617,0.0,-54.71908450126648,-119.03363585472107
14,2020-08-09,234611.64985399324,212.5746687445682,75.40633790338919,65.39494214901782,0.31975430250167847,0.0,0.022924982011318207,-655613.6608123779,-9238.1751537323,-41.75221025943756,0.0,-53.180867433547974,-94.93307590484619
15,2020-08-16,164288.58807412384,342.14473417539045,119.61600352608697,84.47613596642351,0.6954167485237122,0.0,0.10836213082075119,-421002.0065307617,-6622.571349143982,-26.7772376537323,0.0,-40.37017226219177,-67.14741289615631
16,2020-08-23,256713.40342360828,354.82497905062564,122.29458350726972,109.93277253217487,0.8853554129600525,0.0,0.995140790939331,-256713.4141921997,-3146.4749574661255,-7.855533063411713,0.0,-14.105445146560669,-21.960977911949158
