,mu_o_1,mu_o_5,mu_o_0,std_o_1,std_o_5,std_o_0
0,-148290.97747802734,-81.06516641378403,-8440885.696411133,0.0,9.363573426778592,84960.26586607622
1,-145890.99884033203,-81.5469915051524,-8425910.20968939,0.0,9.332688247997304,69996.42136830464
2,-145703.00102233887,-81.6471895988317,-8423802.505326105,0.0,9.270280177041544,68447.23742339233
3,-144970.98922729492,-83.42268844341906,-8404454.659589374,0.0,9.76511931353139,59893.07362805918
4,-144677.00004577637,-84.59001458425686,-8396199.569752075,0.0,9.992458358007829,58481.78775777006
5,-144273.9963531494,-85.30473838742846,-8386682.854935515,0.0,9.489715674594143,53865.53111699873
6,-144046.00143432617,-85.680501829483,-8378640.6496788915,0.0,9.291972952574893,49854.465871881934
7,-143630.99098205566,-86.47740278194144,-8361118.001192761,0.0,9.162085591622072,43204.85396483858
8,-143106.99462890625,-87.24564002058949,-8348919.823545547,0.0,9.12580717695268,42064.47801065327
9,-142964.0007019043,-87.47661624166528,-8341739.8153816145,0.0,9.118165997952328,38328.02857890528
10,-142549.00932312012,-88.21733249902665,-8315602.0537143815,0.0,9.051361066330438,33025.606165736834
11,-142187.99591064453,-88.99782235373353,-8298258.102932101,0.0,9.03570593646853,38544.37245567021
12,-141895.99990844727,-89.95009032102136,-8276340.797085072,0.0,8.976481923035399,38958.68979712954
13,-141751.00326538086,-90.5338514579083,-8266392.019726893,0.0,8.947577501350784,36494.940537308874
14,-141156.9881439209,-92.4824889364869,-8237701.125297788,0.0,8.194050155706615,43543.81410448671
15,-140732.01179504397,-94.32938045868431,-8212256.077595453,0.0,8.212350892226853,39949.49262836977
16,-140495.00465393066,-95.11706087883329,-8201151.045209293,0.0,8.338107254946625,40829.833864407956
17,-140067.99697875977,-96.55910618985425,-8186980.666973178,0.0,8.600520227488941,42653.88117355274
18,-139830.98983764648,-97.07944633753674,-8175527.108742972,0.0,8.628030523664206,44706.85842718197
19,-139140.9969329834,-98.20125341735536,-8143077.361498823,0.0,8.557383216604537,53540.30272193796
20,-138578.0143737793,-99.35336904194483,-8121192.434546943,0.0,8.62727371828615,61562.93165621571
21,-138512.00103759766,-99.48975562475535,-8119599.803528284,0.0,8.643244609594188,61736.15766649306
22,-137770.0138092041,-100.59703097197294,-8108023.475019293,0.0,9.357186389732762,64431.68447468183
23,-137701.00593566897,-100.71720967209778,-8106736.956757429,0.0,9.419214712819644,64968.065128915616
24,-137058.99238586426,-101.68570671670989,-8084977.05118821,0.0,9.642473743541881,66784.18659825146
25,-136853.00827026367,-102.02205451967077,-8076860.319541892,0.0,9.601615533353298,66217.39075273125
26,-136583.9958190918,-102.56278509461315,-8062286.300348079,0.0,9.500610196631843,68087.56908772513
27,-135707.98873901367,-105.10006439061385,-8018425.216529414,0.0,9.59712251806505,74580.69258607794
28,-135472.00202941897,-106.00112273150614,-8008717.469326815,0.0,9.341544315927429,66161.68864809356
29,-135221.00448608398,-106.97678380239083,-7993768.692178224,0.0,8.931399380265994,64733.55446492739
30,-134784.00230407715,-108.23202169024594,-7970776.618194552,0.0,8.80116577615699,72073.54090059065
