,mu_o_1,mu_o_5,mu_o_0,std_o_1,std_o_5,std_o_0
0,-149601.00173950195,-72.70654052495956,-8543298.797607422,0.0,5.643424449792158,87671.70770928128
1,-148581.9911956787,-72.8741203494981,-8534189.391416285,0.0,5.536072134554271,79389.65784565972
2,-148416.0041809082,-72.90485897849499,-8531884.432002712,0.0,5.517566619371737,77731.67119396366
3,-148106.0028076172,-73.3188429563729,-8524157.414202625,0.0,5.50841644003901,71061.54337259162
4,-147472.0001220703,-73.82477439195529,-8508731.704119435,0.0,5.818918619618205,59291.57983542355
5,-146626.99699401855,-74.51707675423543,-8487525.371608226,0.0,5.304931134813247,43806.68897994566
6,-145723.99139404297,-75.86229572220694,-8465931.137459682,0.0,5.067770195883829,32916.18923423651
7,-145560.99891662598,-76.12755510160761,-8460489.633312529,0.0,5.050064306203863,30921.43869142331
8,-145236.00578308103,-77.06328128565188,-8445626.592332643,0.0,4.956545141790861,32886.40756483718
9,-144937.0002746582,-78.9621004564164,-8426789.414777713,0.0,4.038788797947898,33452.77698958373
10,-144703.00674438477,-80.01910634674928,-8412639.777875727,0.0,4.187222325869102,36107.02144703464
11,-144598.00720214844,-80.41528139313414,-8407349.957953157,0.0,4.240699224172642,36642.248116569055
12,-144503.0117034912,-80.79429496902699,-8404570.654318472,0.0,4.312900047593866,36845.01811526293
13,-143961.99226379397,-81.85916294065042,-8376775.576790236,0.0,4.369973017706549,41498.93844833466
14,-143506.01196289062,-82.6177250243907,-8351619.178638002,0.0,4.70048341856573,45585.12949192108
15,-143028.00178527832,-84.38857828039227,-8322395.384402124,0.0,4.787848477756423,52980.72000167198
16,-142846.9944000244,-85.03041927207619,-8314041.058589402,0.0,5.283305064298552,52497.46847734578
17,-142638.98849487305,-85.88053672430004,-8297940.552541381,0.0,5.803183531399334,48770.82416565351
18,-142491.99867248535,-86.98513246245895,-8283927.415436494,0.0,7.799537210897208,67668.0231733574
19,-142125.99754333496,-87.39875182086368,-8288139.755836122,0.0,7.784195198571959,27310.947618566614
20,-141845.98922729492,-88.0174706262267,-8275587.338897405,0.0,7.733448515443408,24424.83074892339
21,-141745.98693847656,-88.23001162824876,-8270031.656327938,0.0,7.630060390333351,25227.041844017385
22,-141352.01454162598,-90.48157897793286,-8254995.217719322,0.0,7.2666653810918636,26789.91756442614
23,-141306.00929260254,-90.56985476812562,-8253820.850373307,0.0,7.284748426119062,28227.564476362375
24,-140981.00662231445,-91.09113348542944,-8225597.391425855,0.0,7.322182866107987,46615.935721514084
25,-140890.00701904297,-91.26210344272616,-8217314.863137083,0.0,7.305746450079822,55469.49868707333
26,-140781.9938659668,-91.43231773824813,-8212696.392936143,0.0,7.283984623858044,56007.596249866576
27,-140117.00630187988,-95.02857415237342,-8177702.156167874,0.0,6.787926818977537,66614.94464252908
28,-139778.00369262695,-95.889189353239,-8166195.840823434,0.0,6.881027053021896,69510.48723124467
29,-139365.01502990723,-97.32997716346486,-8145211.790369928,0.0,6.699580387987034,68238.7504260361
30,-138975.00038146973,-98.5597313282278,-8140016.291103395,0.0,7.029506931731584,70835.96225448813
31,-138854.99954223633,-98.90931678498109,-8135992.548772151,0.0,7.077572712465079,69199.66991240223
32,-137922.01042175293,-101.15520819526967,-8083782.140807469,0.0,7.56656448263028,87885.93150688331
33,-137093.99223327637,-102.9015139950221,-8059441.783120438,0.0,7.904503260941697,84971.52449423226
34,-136559.00955200195,-104.971670672661,-8027610.079741685,0.0,7.737922173565812,92005.25058931217
35,-135101.99546813965,-111.78038263316368,-7931740.766573462,0.0,11.052279721906482,141112.23280567312
36,-134570.00732421875,-113.46418315809937,-7916125.505107993,0.0,12.045239970128069,139260.16266288573
37,-134345.9987640381,-114.55385285210441,-7911114.594371756,0.0,12.647666903453992,138293.9692341475
38,-134144.00100708008,-115.63823281400184,-7901062.272337234,0.0,13.170795484915317,133583.33004167269
39,-133867.00630187988,-117.29960493940243,-7886658.3433728535,0.0,13.830651113922364,126275.52840619642
40,-133139.009475708,-123.16153075458655,-7852424.620574777,0.0,15.611619671509935,111223.65322158136
41,-132968.9884185791,-124.88481500001402,-7832177.867876193,0.0,16.36852591048806,111718.7650208304
42,-132768.00155639648,-129.35085771798384,-7801888.265521271,0.0,20.62509131568135,113512.80305888079
43,-132413.0153656006,-132.72057191492485,-7766575.055867711,0.0,21.65576736561379,123887.73332117905
44,-131553.99322509766,-140.28732005060883,-7703834.799948161,0.0,24.40478500816338,133914.97299049053
45,-131189.99481201172,-143.70918459206305,-7674901.2416143,0.0,26.18244334485391,143421.04191027302
46,-131071.99668884274,-144.9497360322866,-7670728.394547949,1.4551915228366852e-11,26.07122690843176,143706.66573393618
47,-130847.99766540527,-148.04542905879697,-7659841.917882207,0.0,25.5447525847571,147441.8666782096
