index,dates,ari,i_hosp_new,i_icu_new,d_new,p_w,p_s,p_l,o_0,o_1,o_2,o_3,o_4,o_5
0,2020-05-03,24193.0,100.0,31.0,43.0,0.05258483067154884,0.11166863888502121,0.054877955466508865,-123567.98648834229,-2709.999978542328,-511.80667877197266,-105.3145980834961,-354.5287609100342,-971.6501235961914
1,2020-05-10,13544.0,97.0,24.0,37.0,0.06503180414438248,0.07442504167556763,0.06283318251371384,-103712.98789978027,-1887.9999220371246,-473.7998962402344,-91.97099685668945,-323.25448989868164,-889.0254020690918
2,2020-05-17,8238.0,46.0,15.0,25.0,0.060526635497808456,0.08623351901769638,0.07023616880178452,-92547.98889160156,-1353.9999723434448,-432.3566436767578,-79.35656547546387,-291.28801822662354,-803.0012130737305
3,2020-05-24,4856.0,32.0,6.0,20.0,0.06304782629013062,0.09131933003664017,0.08391296863555908,-85741.99080467224,-1054.999902844429,-391.20426177978516,-66.53589248657227,-259.63213443756104,-717.3722743988037
4,2020-05-31,3138.0,19.0,7.0,11.0,0.06568288058042526,0.09996362775564194,0.10689467936754227,-81705.99341392517,-875.999927520752,-350.0176429748535,-53.854947090148926,-228.34486961364746,-632.2174549102783
5,2020-06-07,2085.0,7.0,3.0,3.0,0.0709705725312233,0.11383587121963501,0.15300072729587555,-79097.99218177795,-755.9999078512192,-308.96525382995605,-41.274800300598145,-197.6708173751831,-547.9108810424805
6,2020-06-14,1556.0,2.0,1.0,4.0,0.08065400272607803,0.13485349714756012,0.25580501556396484,-77345.99113464355,-691.9999420642853,-268.091082572937,-28.85195255279541,-168.11504364013672,-465.0580883026123
7,2020-06-21,1416.0,6.0,1.0,0.0,0.08957136422395706,0.17463894188404083,0.40359315276145935,-76038.99240493774,-636.9999796152115,-227.53987312316895,-16.668274402618408,-140.93382358551025,-385.1419687271118
8,2020-06-28,1249.0,5.0,1.0,1.0,0.10549296438694,0.2488580346107483,0.6003073453903198,-74858.99329185486,-608.0000102519989,-187.4077320098877,-4.889991879463196,-117.87523031234741,-310.1729393005371
9,2020-07-05,1091.0,3.0,0.0,0.0,0.035657141357660294,0.0,0.22150014340877533,-73788.99455070496,-582.0000171661377,-147.80352115631104,0.0,-100.51369667053223,-248.31719398498535
10,2020-07-12,657.0,1.0,2.0,2.0,0.15747711062431335,0.0,0.21969719231128693,-72886.99746131897,-560.000017285347,-107.32238292694092,0.0,-81.6152036190033,-188.93756866455078
11,2020-07-19,510.0,1.0,1.0,1.0,0.4385890066623688,0.0,0.4629708528518677,-72337.99695968628,-535.0000038743019,-67.32121706008911,0.0,-55.281490087509155,-122.60270118713379
12,2020-07-26,947.0,0.0,0.0,0.0,0.8440907597541809,0.0,0.7295362949371338,-71900.99954605103,-520.0000107288361,-35.59780418872833,0.0,-32.375550270080566,-67.97335147857666
13,2020-08-02,2515.0,2.0,0.0,1.0,0.9286223649978638,0.0,0.8945146203041077,-71056.9977760315,-507.00001418590546,-18.485045433044434,0.0,-18.022967875003815,-36.50801181793213
14,2020-08-09,6886.0,0.0,2.0,1.0,0.8958414196968079,0.0,0.881859302520752,-68788.99931907654,-489.00000751018524,-13.21663111448288,0.0,-11.233638226985931,-24.45026934146881
15,2020-08-16,18468.0,6.0,2.0,0.0,0.8606372475624084,0.0,0.8563701510429382,-62468.99962425232,-456.0000076889992,-9.490957856178284,0.0,-7.494181394577026,-16.98513925075531
16,2020-08-23,49983.0,19.0,8.0,1.0,0.9561073780059814,0.0,0.9737764596939087,-45691.001415252686,-328.0000016093254,-4.3010421097278595,0.0,-3.1558535993099213,-7.456895709037781
