index,dates,ari,i_hosp_new,i_icu_new,d_new,p_w,p_s,p_l,o_0,o_1,o_2,o_3,o_4,o_5
0,2020-05-03,24025.0,106.0,34.0,46.0,0.042458705604076385,0.10176878422498703,0.058393869549036026,-389887.95280456543,-4176.000356674194,-454.9295902252197,-106.61873817443848,-348.1449604034424,-909.6932411193848
1,2020-05-10,13153.0,68.0,32.0,38.0,0.04631868377327919,0.06470304727554321,0.06298289448022842,-370179.96311187744,-3403.000235557556,-416.6682243347168,-93.19336891174316,-316.86439514160156,-826.725959777832
2,2020-05-17,7520.0,41.0,19.0,31.0,0.04154079034924507,0.06941818445920944,0.06581329554319382,-359353.97148132324,-2878.0001401901245,-374.546217918396,-80.41790962219238,-284.9101781845093,-739.8743152618408
3,2020-05-24,4403.0,21.0,7.0,20.0,0.041757144033908844,0.07636122405529022,0.07973223179578781,-353158.974647522,-2583.000063896179,-332.4885606765747,-67.393798828125,-253.1322479248047,-653.014612197876
4,2020-05-31,2611.0,6.0,3.0,11.0,0.04406280815601349,0.08664093911647797,0.0951625257730484,-349567.98553466797,-2434.000074863434,-290.34461975097656,-54.462785720825195,-221.6348648071289,-566.4422512054443
5,2020-06-07,1743.0,7.0,3.0,3.0,0.052912574261426926,0.10661612451076508,0.12421855330467224,-347425.9853363037,-2339.000105857849,-248.2670783996582,-41.65626049041748,-190.64626693725586,-480.56960105895996
6,2020-06-14,1192.0,4.0,1.0,1.0,0.0709041878581047,0.1327919065952301,0.15286384522914886,-345999.97997283936,-2279.0001332759857,-206.42399787902832,-29.05478000640869,-160.38490533828735,-395.863676071167
7,2020-06-21,883.0,1.0,0.0,1.0,0.08898824453353882,0.1710904985666275,0.18605393171310425,-345020.9856033325,-2249.000072479248,-165.14685153961182,-16.771488189697266,-131.10899925231934,-313.02733421325684
8,2020-06-28,674.0,2.0,3.0,1.0,0.09177017211914062,0.23591789603233337,0.1713017225265503,-344285.9888076782,-2223.000079393387,-124.66764450073242,-4.9263206124305725,-102.87332534790039,-232.46726989746094
9,2020-07-05,531.0,1.0,2.0,0.0,0.2106967568397522,0.0,0.3248957097530365,-343729.9966812134,-2218.000143766403,-84.70419049263,0.0,-75.0817358493805,-159.78591442108154
10,2020-07-12,671.0,1.0,1.0,2.0,0.8331196904182434,0.0,0.6709886193275452,-343282.00817108154,-2202.000170946121,-47.01397120952606,0.0,-49.19427037239075,-96.20823860168457
11,2020-07-19,1484.0,1.0,0.0,0.0,0.8703939318656921,0.0,0.7150411605834961,-342680.0012588501,-2196.0002183914185,-23.85888397693634,0.0,-31.258517503738403,-55.117398500442505
12,2020-07-26,3579.0,1.0,0.0,0.0,0.8856720924377441,0.0,0.7953341007232666,-341341.9961929321,-2184.000164270401,-17.220845818519592,0.0,-20.74218988418579,-37.96303570270538
13,2020-08-02,10012.0,4.0,2.0,2.0,0.9454925060272217,0.0,0.9180977940559387,-338083.00495147705,-2151.000201702118,-11.815589666366577,0.0,-12.23863661289215,-24.054226279258728
14,2020-08-09,29946.0,5.0,3.0,1.0,0.9282252192497253,0.0,0.9214422106742859,-328965.99769592285,-2107.0002019405365,-7.908611744642258,0.0,-7.064730674028397,-14.973342418670654
15,2020-08-16,86652.0,26.0,9.0,4.0,0.9423090815544128,0.0,0.9493065476417542,-301591.99237823486,-1937.0001554489136,-5.213325470685959,0.0,-4.352830722928047,-9.566155821084976
16,2020-08-23,244063.0,66.0,18.0,14.0,0.943920373916626,0.0,0.9131423830986023,-222428.9894104004,-1465.0000631809235,-2.373533695936203,0.0,-2.1238738670945168,-4.497407376766205
