index,dates,ari,i_hosp_new,i_icu_new,d_new,p_w,p_s,p_l,o_0,o_1,o_2,o_3,o_4,o_5
0,2020-05-03,55072.0,86.0,23.0,44.0,0.9878240823745728,0.9448543787002563,0.992641270160675,-7309867.858886719,-150228.0044555664,-33.5304856300354,-26.350951194763184,-31.43966495990753,-91.32110476493835
1,2020-05-10,245638.0,81.0,31.0,32.0,0.98356032371521,0.852383017539978,0.9760939478874207,-7259117.126464844,-149418.00117492676,-12.772032618522644,-17.872369289398193,-13.50436806678772,-44.148772954940796
2,2020-05-17,884502.0,157.0,54.0,38.0,0.9699497222900391,0.8111255168914795,0.9648308753967285,-7031616.973876953,-148381.0043334961,-12.172335386276245,-16.601238250732422,-13.031190633773804,-41.80476665496826
3,2020-05-24,2191516.0,633.0,229.0,99.0,0.950986385345459,0.767146110534668,0.948225736618042,-6217583.084106445,-144697.99995422363,-11.331170797348022,-14.635679721832275,-12.181678414344788,-38.14853131771088
4,2020-05-31,2658240.0,2062.0,722.0,361.0,0.9401983022689819,0.725683331489563,0.9364352822303772,-4251258.087158203,-132108.00170898438,-10.314196348190308,-12.939937114715576,-11.282701790332794,-34.53683853149414
5,2020-06-07,1545062.0,3991.0,1443.0,808.0,0.9653576016426086,0.6922885179519653,0.9572924375534058,-1993756.8664550781,-101763.00048828125,-9.382124245166779,-11.641910076141357,-10.49395203590393,-31.517988443374634
6,2020-06-14,614662.0,4316.0,1438.0,1112.0,0.9760789275169373,0.667797863483429,0.9654172658920288,-748908.9965820312,-60661.001205444336,-8.391780406236649,-9.737013578414917,-9.651152789592743,-27.779948711395264
7,2020-06-21,221029.0,2726.0,964.0,973.0,0.9765748381614685,0.5960959792137146,0.9671131372451782,-263116.0020828247,-28740.999698638916,-7.5125038623809814,-6.613371968269348,-8.796997368335724,-22.922874987125397
8,2020-06-28,75703.0,1177.0,414.0,653.0,0.9859769344329834,0.5012117028236389,0.9721328020095825,-89083.99939537048,-11828.999519348145,-6.670086830854416,-2.248837649822235,-7.907208800315857,-16.82613492012024
9,2020-07-05,25333.0,486.0,155.0,335.0,0.9819263815879822,0.0,0.9744541645050049,-30042.999982833862,-4553.999900817871,-5.926209315657616,0.0,-7.035738229751587,-12.961947917938232
10,2020-07-12,8490.0,213.0,84.0,132.0,0.984177827835083,0.0,0.9751322269439697,-10065.999627113342,-1645.9999978542328,-5.306560546159744,0.0,-6.252066045999527,-11.558627337217331
11,2020-07-19,2856.0,70.0,23.0,62.0,0.9835723042488098,0.0,0.9741117358207703,-3421.9998866319656,-568.000003695488,-4.625450074672699,0.0,-5.508432537317276,-10.133883357048035
12,2020-07-26,976.0,21.0,10.0,27.0,0.9825383424758911,0.0,0.9713987112045288,-1197.999995201826,-212.0000123977661,-3.983735293149948,0.0,-4.761120304465294,-8.744855970144272
13,2020-08-02,366.0,4.0,1.0,9.0,0.9832425117492676,0.0,0.9700460433959961,-422.00000025331974,-87.00000122189522,-3.3098559826612473,0.0,-3.9616838097572327,-7.27154016494751
14,2020-08-09,117.0,7.0,0.0,1.0,0.9862492680549622,0.0,0.973225474357605,-130.00000035390258,-28.99999963119626,-2.62362752109766,0.0,-3.0986104160547256,-5.722238123416901
15,2020-08-16,35.0,2.0,0.0,3.0,0.9724529981613159,0.0,0.9663283228874207,-36.00000054575503,-8.00000037997961,-2.0042166113853455,0.0,-2.251853048801422,-4.256069660186768
16,2020-08-23,15.0,0.0,0.0,1.0,0.9652884006500244,0.0,0.9360573291778564,-11.999999696854502,-3.000000142492354,-1.2221270240843296,0.0,-1.3735976070165634,-2.5957247242331505
