,o_0,o_1,o_2,o_3,o_4,o_5
0,-1294226.8371582031,-21898.000240325928,-345.58467864990234,-83.53428840637207,-407.654333114624,-836.7734241485596
1,-463357.9730987549,-8718.99962425232,-547.9958057403564,-103.03299903869629,-316.9480800628662,-967.9767894744873
2,-1526545.0477600098,-24880.001544952393,-559.6419811248779,-60.88913917541504,-193.33728551864624,-813.8683891296387
3,-42347.002029418945,-1670.9999740123749,-646.2947845458984,-114.37400817871094,-563.5398864746094,-1324.2085647583008
4,-1719566.7266845703,-29509.000778198242,-554.2037487030029,-78.19960594177246,-127.38721370697021,-759.790506362915
5,-45617.00224876404,-1689.9999976158142,-685.5864524841309,-105.58816909790039,-500.80103874206543,-1291.9757080078125
6,-126117.00296401978,-3000.9999871253967,-629.820728302002,-111.74522399902344,-301.66258811950684,-1043.228588104248
7,-772536.9930267334,-13987.998962402344,-633.9100360870361,-96.51083946228027,-178.59002351760864,-909.0110206604004
8,-1312595.0813293457,-22959.001064300537,-329.59437370300293,-97.99713134765625,-394.40298080444336,-821.9944095611572
9,-4333417.892456055,-73660.00175476074,-258.749794960022,-56.44514560699463,-116.70445203781128,-431.8993377685547
10,-52316.999435424805,-1810.9998106956482,-674.0686416625977,-111.37120246887207,-339.3962860107422,-1124.8361492156982
11,-8184239.196777344,-138819.99969482422,-33.103322982788086,-18.726661205291748,-34.52575504779816,-86.35573625564575
12,-69902.00281143188,-2213.0000591278076,-700.5523204803467,-110.81413269042969,-285.47234535217285,-1096.838779449463
13,-1028845.9777832031,-17986.99975013733,-583.6423873901367,-90.31861305236816,-185.67652702331543,-859.6375179290771
14,-7378204.345703125,-127686.99645996094,-37.29943633079529,-41.237688064575195,-47.24182486534119,-125.77895164489746
15,-772680.0918579102,-13580.000400543213,-580.7616233825684,-80.55281639099121,-258.09459686279297,-919.4089794158936
16,-1514769.0773010254,-27011.995315551758,-532.3197841644287,-81.85833930969238,-191.44349098205566,-805.6216049194336
17,-1035859.0126037598,-17896.99912071228,-575.8588314056396,-105.08430480957031,-184.40608978271484,-865.349292755127
18,-8340762.3291015625,-142061.98692321777,-36.605146527290344,-16.57817840576172,-32.07864761352539,-85.2619743347168
19,-47619.00305747986,-1754.000037908554,-630.7599067687988,-113.16051483154297,-502.2885322570801,-1246.2089824676514
20,-2589736.9384765625,-43649.001121520996,-286.0304594039917,-70.98188877105713,-276.2934446334839,-633.3058547973633
21,-6099275.207519531,-104509.00077819824,-59.95737314224243,-55.021653175354004,-116.28013849258423,-231.25916004180908
22,-7479025.2685546875,-125449.00894165039,-30.274248123168945,-35.01182794570923,-62.59031891822815,-127.87639617919922
23,-1372068.0236816406,-24039.998054504395,-474.38340187072754,-82.29536056518555,-262.1507167816162,-818.8294887542725
24,-6996851.348876953,-121230.00144958496,-55.685919523239136,-47.84454345703125,-46.66932225227356,-150.19977807998657
25,-1620437.0498657227,-27690.00291824341,-519.4320678710938,-72.15352535247803,-193.46284866333008,-785.048418045044
26,-827709.0072631836,-15102.999210357666,-586.9622230529785,-91.25909805297852,-220.279860496521,-898.5012245178223
27,-3266436.767578125,-54378.99589538574,-329.87959384918213,-56.74091815948486,-178.66201400756836,-565.2824592590332
28,-5448089.981079102,-89530.00068664551,-70.25351524353027,-47.28330135345459,-255.91497421264648,-373.451771736145
