,o_0,o_1,o_2,o_3,o_4,o_5
91,-5065398.788452148,-85416.99409484863,-204.9936056137085,-48.50113868713379,-103.69794368743896,-357.19269275665283
92,-5138790.130615234,-86008.99696350098,-146.32773399353027,-53.87585163116455,-136.1323356628418,-336.3358998298645
93,-3591188.8122558594,-60103.00159454346,-205.19452095031738,-63.47896099090576,-246.24686241149902,-514.9204015731812
94,-46624.00186061859,-1823.0000138282776,-658.0760955810547,-109.39830780029297,-377.8860569000244,-1145.3604984283447
95,-4583327.102661133,-76900.00534057617,-169.30629014968872,-55.851006507873535,-172.23494052886963,-397.39222526550293
96,-8263558.9599609375,-141827.00157165527,-36.96662187576294,-16.202832460403442,-26.992443203926086,-80.16189873218536
97,-1585546.0166931152,-27379.000186920166,-550.9847164154053,-84.64150428771973,-121.37842178344727,-757.0046997070312
98,-85504.99677658081,-2369.999885559082,-580.698299407959,-110.93955039978027,-389.79363441467285,-1081.431484222412
99,-79738.00301551819,-2336.0002040863037,-526.0873794555664,-107.8193473815918,-450.94871520996094,-1084.8555278778076
100,-5714486.312866211,-97066.9937133789,-139.72625732421875,-48.9057731628418,-80.78992366790771,-269.42193031311035
101,-4390525.054931641,-73763.0033493042,-238.92953395843506,-56.40167713165283,-121.23769521713257,-416.56890392303467
102,-5673019.790649414,-96156.005859375,-140.53983688354492,-48.14126968383789,-83.05767178535461,-271.7387795448303
103,-1128164.1006469727,-19667.999744415283,-574.4096279144287,-84.43057060241699,-162.64872550964355,-821.4889526367188
104,-1991443.2525634766,-34561.99884414673,-494.44823265075684,-74.42991256713867,-146.08306884765625,-714.9611377716064
105,-2621030.044555664,-45184.00192260742,-431.73789978027344,-68.79108428955078,-118.3063268661499,-618.8353157043457
106,-4836288.070678711,-81624.9942779541,-214.7932529449463,-56.28082275390625,-96.67545557022095,-367.74956703186035
107,-124414.00289535522,-2926.9999265670776,-481.8145275115967,-109.75133895874023,-440.87257385253906,-1032.438383102417
108,-3589912.0330810547,-59956.99882507324,-304.76527214050293,-56.14002704620361,-155.32065629959106,-516.2259292602539
109,-587197.0176696777,-11075.000762939453,-620.8223819732666,-99.9249267578125,-192.59071350097656,-913.3380031585693
110,-51783.00142288208,-1889.9999558925629,-573.1913089752197,-108.66310119628906,-461.9215965270996,-1143.775806427002
111,-265779.9959182739,-5349.000096321106,-694.0354347229004,-102.6439380645752,-194.0468430519104,-990.7262992858887
112,-473338.0317687988,-8183.000683784485,-612.0932579040527,-99.09965515136719,-225.56533813476562,-936.7583656311035
113,-39858.001470565796,-1674.0000247955322,-646.3688850402832,-107.74517059326172,-528.0095100402832,-1282.1233749389648
114,-2223790.93170166,-39370.00274658203,-466.96763038635254,-80.9264087677002,-102.60862112045288,-650.5026340484619
