,o_0,o_1,o_2,o_3,o_4,o_5
0,-1768456.2683105469,-30624.001026153564,-354.6669006347656,-91.64558410644531,-336.97516918182373,-783.2876873016357
1,-53411.00096702576,-1850.999891757965,-577.1859169006348,-115.34680366516113,-509.0688228607178,-1201.6014003753662
2,-5390404.891967773,-87864.990234375,-47.417718172073364,-58.10469627380371,-309.419846534729,-414.94232654571533
3,-7216893.768310547,-128322.00050354004,-29.15416657924652,-62.71644592285156,-106.21626377105713,-198.0868649482727
4,-5350500.869750977,-85658.99848937988,-46.43857777118683,-56.99753284454346,-327.1660327911377,-430.60213565826416
5,-3864321.1364746094,-63881.001472473145,-157.14819431304932,-68.45333576202393,-304.52847480773926,-530.1299858093262
6,-7709859.466552734,-132441.987991333,-74.21842217445374,-35.529494285583496,-60.48041582107544,-170.2283263206482
7,-142796.00381851196,-3413.9996767044067,-497.4571228027344,-113.17736625671387,-440.8247470855713,-1051.459150314331
8,-6002420.806884766,-96171.99897766113,-29.860040545463562,-43.70123863220215,-295.9437608718872,-369.5050621032715
9,-6132469.940185547,-100852.99491882324,-27.779150009155273,-50.64152717590332,-270.4287528991699,-348.84949922561646
10,-57943.99976730347,-2036.0000431537628,-600.0552177429199,-115.40205955505371,-416.9222831726074,-1132.379550933838
11,-6145771.026611328,-105028.00941467285,-40.61906933784485,-65.94363212585449,-215.96968173980713,-322.53239393234253
12,-2620621.871948242,-46319.99969482422,-317.8611755371094,-75.39998054504395,-246.20308876037598,-639.4642066955566
13,-2973280.906677246,-48853.99341583252,-236.44001483917236,-69.36674118041992,-315.4597520828247,-621.2665557861328
14,-1276876.0681152344,-22664.999961853027,-479.966402053833,-85.58757781982422,-282.93917179107666,-848.4930896759033
15,-57747.00045585632,-2028.0000567436218,-508.44597816467285,-102.47987747192383,-530.7291984558105,-1141.6551876068115
16,-2509468.0786132812,-42437.0002746582,-285.52682399749756,-75.4245662689209,-319.0051794052124,-679.9565076828003
17,-581877.9468536377,-10055.00078201294,-512.1215343475342,-101.07396125793457,-321.85397148132324,-935.0495624542236
18,-2912005.9967041016,-48734.99870300293,-269.41654682159424,-64.4580888748169,-299.76797103881836,-633.6425256729126
19,-47596.001625061035,-1870.0000643730164,-618.7432765960693,-102.60588645935059,-476.5754699707031,-1197.9245853424072
20,-998264.0266418457,-16146.999597549438,-337.36400604248047,-96.97724342346191,-467.38176345825195,-901.7229652404785
21,-345515.0365829468,-6305.000185966492,-436.1830711364746,-108.71532440185547,-446.8851089477539,-991.783390045166
22,-576295.9957122803,-9954.00071144104,-445.633602142334,-101.50127410888672,-406.2767505645752,-953.4116649627686
