,o_0,o_1,o_2,o_3,o_4,o_5
0,-4487097.930908203,-73355.00240325928,-139.27509784698486,-50.29310703277588,-284.34836864471436,-473.9165496826172
1,-8528094.482421875,-145805.99784851074,-32.476913928985596,-15.351147651672363,-32.123878598213196,-79.9519407749176
2,-4926266.860961914,-80824.00321960449,-129.96445894241333,-49.284048080444336,-255.74822425842285,-434.99675273895264
3,-3394497.299194336,-52765.99884033203,-190.9498929977417,-53.77976417541504,-354.18670177459717,-598.9163303375244
4,-209456.0146331787,-4471.00043296814,-628.9166450500488,-99.93902206420898,-286.84377670288086,-1015.6993389129639
5,-161422.0142364502,-3614.9996519088745,-624.2737770080566,-106.26161575317383,-288.44549655914307,-1018.9808177947998
6,-43382.00092315674,-1674.0000247955322,-691.1820888519287,-104.86495971679688,-535.6484413146973,-1331.6954040527344
7,-3397444.1528320312,-58707.99541473389,-393.47987174987793,-65.07930278778076,-97.46667146682739,-556.0259199142456
8,-102730.01194000244,-2736.000120639801,-615.992259979248,-102.94710159301758,-340.96617698669434,-1059.9054908752441
9,-5306113.052368164,-85258.00704956055,-109.73488092422485,-42.13423728942871,-274.8965263366699,-426.76567554473877
10,-1538729.9537658691,-27231.00185394287,-410.4246139526367,-84.02813911437988,-314.47291374206543,-808.9257431030273
11,-3387811.6607666016,-57618.99471282959,-285.9277009963989,-62.21712589263916,-221.0200309753418,-569.1648387908936
12,-459278.9649963379,-8134.999871253967,-557.8775405883789,-93.55888366699219,-315.7449722290039,-967.181396484375
13,-7659505.462646484,-131304.0065765381,-38.68759274482727,-36.30012512207031,-101.78425312042236,-176.77197217941284
14,-6960592.6513671875,-117762.00294494629,-162.25199699401855,-38.535823822021484,-55.13197183609009,-255.91975450515747
15,-6760575.866699219,-112842.99850463867,-47.82075881958008,-37.79951095581055,-192.8701400756836,-278.4904360771179
16,-2579461.097717285,-44086.995124816895,-403.53965759277344,-63.61414432525635,-192.47424602508545,-659.6280670166016
17,-753330.9936523438,-13657.999038696289,-593.244457244873,-84.1887092590332,-248.75025749206543,-926.1835098266602
18,-2599357.9864501953,-42565.00244140625,-343.4966802597046,-62.401156425476074,-270.38683891296387,-676.2847566604614
19,-1881241.9891357422,-31046.998500823975,-337.42733001708984,-69.39651012420654,-356.83000087738037,-763.6539173126221
20,-3256098.9379882812,-53624.99713897705,-235.5069875717163,-60.46159744262695,-302.9475927352905,-598.9161157608032
21,-2111394.1192626953,-35382.00378417969,-347.4605321884155,-70.67173957824707,-309.9581480026245,-728.0904006958008
22,-4351077.651977539,-71082.00073242188,-152.7223825454712,-55.13267993927002,-291.11626148223877,-498.9713430404663
23,-55704.99897003174,-1976.9999384880066,-568.2625770568848,-107.46944427490234,-468.26958656311035,-1144.0015411376953
24,-439330.00564575195,-7757.000923156738,-539.3707752227783,-95.78370094299316,-332.9530715942383,-968.1075954437256
25,-2779649.9252319336,-46669.99816894531,-277.7510166168213,-68.59053134918213,-301.2575626373291,-647.5991535186768
26,-3986907.958984375,-65882.00569152832,-159.8400115966797,-59.043006896972656,-284.45003032684326,-503.333044052124
27,-146191.9903755188,-3273.9999890327454,-541.7911052703857,-106.04449272155762,-394.82057094573975,-1042.6562690734863
28,-1360202.980041504,-23132.998943328857,-436.1743450164795,-76.51056289672852,-325.10547637939453,-837.7905178070068
29,-3034947.967529297,-50147.00412750244,-217.49022006988525,-69.73031520843506,-342.7997350692749,-630.0202131271362
30,-81993.01362037659,-2290.9998893737793,-537.6649856567383,-105.71395874023438,-429.6656131744385,-1073.0445384979248
31,-6594470.21484375,-115775.00343322754,-175.38328170776367,-43.22403430938721,-40.356868505477905,-258.96419048309326
32,-1114594.1734313965,-18928.000926971436,-421.5400218963623,-83.6445426940918,-379.71389293670654,-884.8984336853027
33,-2325424.7665405273,-38142.00162887573,-270.26283740997314,-69.04290199279785,-369.8512077331543,-709.1569232940674
34,-3864850.2349853516,-63909.99794006348,-176.76024436950684,-60.478129386901855,-284.2555522918701,-521.4938735961914
35,-3806695.9381103516,-63565.00148773193,-294.79620456695557,-48.55539321899414,-187.30249404907227,-530.6540679931641
36,-43773.99981021881,-1804.0001392364502,-668.987512588501,-99.2909049987793,-409.0685844421387,-1177.3469352722168
37,-2330673.027038574,-40556.99825286865,-402.1657943725586,-68.66142749786377,-219.6448802947998,-690.4720544815063
38,-6253211.212158203,-104425.01068115234,-115.97540378570557,-39.42603826522827,-166.0001039505005,-321.4015531539917
39,-5022396.8505859375,-76504.99820709229,-105.72235584259033,-38.129451274871826,-321.2986469268799,-465.15053272247314
40,-59651.005268096924,-1979.999989271164,-657.9527378082275,-107.27913856506348,-374.4338274002075,-1139.6657180786133
41,-3533289.7186279297,-57196.00200653076,-261.11042499542236,-53.386807441711426,-266.56603813171387,-581.0632467269897
42,-299080.0142288208,-6004.999876022339,-560.874605178833,-107.47356414794922,-315.0392532348633,-983.3874320983887
43,-74116.00351333618,-2284.9999368190765,-565.3871059417725,-110.8970832824707,-399.7504711151123,-1076.0346221923828
44,-3378945.9228515625,-57367.99716949463,-314.1239643096924,-56.633310317993164,-210.0076198577881,-580.7648992538452
45,-43712.00203895569,-1684.0000450611115,-669.9988842010498,-112.723388671875,-507.0024013519287,-1289.7246265411377
46,-8222742.462158203,-140781.9938659668,-39.0189528465271,-17.65858769416809,-24.021363258361816,-80.698903799057
47,-8538484.954833984,-146874.99046325684,-30.107298493385315,-15.877512693405151,-24.764353036880493,-70.74916362762451
48,-1111180.019378662,-18073.999881744385,-526.2920379638672,-92.26120948791504,-266.9241428375244,-885.4774475097656
49,-63138.002157211304,-2044.0000295639038,-619.9701309204102,-111.0330581665039,-397.9247808456421,-1128.9280414581299
50,-1508116.1499023438,-24230.99994659424,-329.30908203125,-68.23217391967773,-436.6645812988281,-834.2058849334717
51,-3097184.944152832,-51381.99806213379,-227.2338628768921,-74.05809879302979,-315.42677879333496,-616.7186880111694
52,-5969169.998168945,-97821.9985961914,-33.2218736410141,-44.63738441467285,-277.5470495223999,-355.4063415527344
53,-57886.99984550476,-1920.0000166893005,-720.6219673156738,-103.91745567321777,-332.5528860092163,-1157.0921802520752
