index,dates,ari,i_hosp_new,i_icu_new,d_new,p_w,p_s,p_l,o_0,o_1,o_2,o_3,o_4,o_5
0,2020-05-03,42325.0,101.0,43.0,47.0,0.8259923458099365,0.6706963777542114,0.5287089347839355,-2520285.7971191406,-40060.0004196167,-413.11612129211426,-42.16357707977295,-296.6742515563965,-751.9539928436279
1,2020-05-10,115232.0,61.0,22.0,32.0,0.9745176434516907,0.8366733193397522,0.17382772266864777,-2477960.777282715,-39357.99837112427,-389.5749092102051,-32.17254877090454,-272.3083257675171,-694.0557861328125
2,2020-05-17,205821.0,107.0,29.0,35.0,0.07053728401660919,0.5187052488327026,0.3511151969432831,-2362728.691101074,-38562.99877166748,-384.7468376159668,-28.6183762550354,-251.6322135925293,-664.9974203109741
3,2020-05-24,198359.0,203.0,70.0,41.0,0.4225413501262665,0.631992757320404,0.006279327906668186,-2156907.6538085938,-37065.99950790405,-367.95811653137207,-24.73888874053955,-227.33919620513916,-620.0361728668213
4,2020-05-31,231038.0,289.0,84.0,57.0,0.017746577039361,0.5435060858726501,0.6022574305534363,-1958548.7365722656,-34581.99977874756,-336.3194465637207,-19.339226484298706,-202.58662700653076,-558.2452869415283
5,2020-06-07,280764.0,316.0,93.0,95.0,0.10565967112779617,0.8422133922576904,0.5850417613983154,-1727510.8337402344,-31708.998680114746,-307.1516990661621,-14.606053829193115,-180.15546798706055,-501.9132328033447
6,2020-06-14,321526.0,376.0,129.0,103.0,0.058439020067453384,0.22146491706371307,0.4837779998779297,-1446746.826171875,-28610.999584197998,-271.5065002441406,-10.994502305984497,-168.47071647644043,-450.9717321395874
7,2020-06-21,282861.0,432.0,157.0,128.0,0.2656077444553375,0.649911105632782,0.5244916081428528,-1125220.8709716797,-24934.99994277954,-238.56194019317627,-6.938375234603882,-155.950129032135,-401.45047187805176
8,2020-06-28,318078.0,491.0,156.0,151.0,0.23119163513183594,0.4766293466091156,0.8588215112686157,-842359.9243164062,-20752.00080871582,-208.93917083740234,-1.3659204542636871,-142.83512830734253,-353.1402397155762
9,2020-07-05,275635.0,483.0,175.0,155.0,0.2571237087249756,0.0,0.30734983086586,-524281.97860717773,-16284.000873565674,-184.1868758201599,0.0,-134.39737558364868,-318.58426809310913
10,2020-07-12,146058.0,613.0,229.0,183.0,0.04218423366546631,0.0,0.08728339523077011,-248646.99840545654,-11052.000522613525,-160.2476716041565,0.0,-125.46049356460571,-285.70817470550537
11,2020-07-19,54347.0,410.0,157.0,183.0,0.05585253983736038,0.0,0.035891830921173096,-102588.99927139282,-6064.000129699707,-134.5232605934143,0.0,-106.94222450256348,-241.4654803276062
12,2020-07-26,22573.0,262.0,89.0,120.0,0.0800890251994133,0.0,0.034339070320129395,-48241.99974536896,-2817.000150680542,-105.17604351043701,0.0,-84.93683338165283,-190.11287212371826
13,2020-08-02,9697.0,136.0,41.0,73.0,0.07632743567228317,0.0,0.03272967413067818,-25668.999552726746,-1222.9999899864197,-76.35993957519531,0.0,-62.19015121459961,-138.5500967502594
14,2020-08-09,4587.0,46.0,15.0,46.0,0.19013510644435883,0.0,0.09516506642103195,-15972.000360488892,-520.0000107288361,-47.91779816150665,0.0,-39.39422965049744,-87.31202960014343
15,2020-08-16,3909.0,15.0,13.0,19.0,0.850227415561676,0.0,0.8432025909423828,-11384.999752044678,-230.99999874830246,-20.883744955062866,0.0,-17.19173789024353,-38.07548314332962
16,2020-08-23,7476.0,14.0,3.0,9.0,0.8620743155479431,0.0,0.88578861951828,-7475.999742746353,-87.00000122189522,-4.464291036128998,0.0,-3.2736971974372864,-7.73798793554306
